index,u_p0,u_p1,u_p2,v_p0,v_p1,v_p2,w_p0,w_p1,w_p2
k,0,0,0,1,1,1,2,2,2
x,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
   135.30,    6.8258,    8.7957,    8.9803,    0.2254,    0.4566,   -0.3792,   -0.4300,   -0.5500,    0.2100
   135.40,    7.0171,    8.9970,    8.8372,    0.2917,    0.4706,   -0.4324,   -0.1800,   -0.5500,    0.2800
   135.50,    7.1523,    8.8147,    8.6069,    0.7571,    0.5052,   -0.2398,   -0.2100,   -0.5800,    0.1300
   135.60,    7.3422,    8.9884,    8.6734,    0.5453,    0.5408,   -0.3171,   -0.4400,   -0.6200,    0.0500
   135.70,    7.1373,    9.2046,    8.4979,    0.7054,    0.5496,    0.4165,   -0.1100,   -0.5450,    0.1600
   135.80,    7.4872,    9.5738,    8.7193,    0.2924,    0.7053,    0.5861,    0.1400,   -0.7300,    0.1800
   135.90,    7.4587,    9.6228,    8.9436,    0.0609,    0.6543,    0.0936,    0.2200,   -0.4900,    0.0400
   136.00,    7.3476,    9.4932,    8.5082,    0.2111,    0.7809,   -0.0738,    0.0300,   -0.6400,    0.0800
   136.10,    7.4390,    9.6598,    8.5065,    0.2793,    0.3526,    0.3463,    0.2500,   -0.8250,    0.2300
   136.20,    8.0677,    9.4999,    8.6210,    0.6130,    0.6108,   -0.2381,    0.6100,   -0.5700,    0.4000
   136.30,    8.0723,    9.6884,    8.9519,    0.7489,    0.3810,   -0.4967,    0.2000,   -0.4500,    0.3500
   136.40,    8.1204,    9.0401,    8.9448,    0.6480,    0.5258,   -0.1484,    0.3700,   -0.2000,    0.7400
   136.50,    8.1154,    9.6068,    9.0128,    0.3980,    0.5526,   -0.7599,    0.0800,   -0.5250,    0.3200
   136.60,    7.9258,    9.7491,    8.9643,    0.7238,    0.2638,   -0.4809,    0.6500,   -0.4400,    0.4200
   136.70,    7.5621,    9.8784,    8.8995,    0.4369,    0.2262,   -0.4176,    0.5100,   -0.5000,    0.3900
   136.80,    7.7877,    9.6139,    8.9140,    0.9206,    0.2044,   -0.5939,    0.5600,   -0.7500,    0.2000
   136.90,    7.4845,    9.6863,    9.0482,    0.6625,    0.0210,   -0.5846,    0.3100,   -0.5550,    0.1900
   137.00,    7.6150,    9.6902,    8.3676,    0.5859,    0.2209,   -0.6112,   -0.2300,   -0.5200,    0.0000
   137.10,    7.8803,    9.6901,    8.5823,    0.7467,    0.1639,   -1.0835,   -0.5300,   -0.5100,   -0.3700
   137.20,    8.2420,    9.5664,    8.8650,    0.9336,    0.1274,   -0.9490,    0.1600,   -0.6100,   -0.4000
   137.30,    7.5591,    9.7034,    9.0802,    0.6930,    0.0266,   -1.1933,    0.0400,   -0.4600,   -0.2000
   137.40,    7.6764,    9.5676,    8.8766,    0.9568,   -0.1147,   -1.2753,    0.0300,   -0.3200,   -0.1300
   137.50,    8.0519,    9.4600,    8.9199,    1.0314,   -0.1956,   -1.5122,    0.0300,   -0.4500,   -0.2200
   137.60,    8.0228,    9.2130,    8.8950,    0.9780,    0.1623,   -1.6578,   -0.3400,   -0.7200,   -0.1500
   137.70,    7.2129,    8.8638,    8.7167,    1.5981,    0.5113,   -1.7723,    0.1100,   -0.9050,   -0.1200
   137.80,    6.7773,    8.8734,    9.0004,    1.3166,    0.4911,   -1.5878,    0.9000,   -0.9100,   -0.1000
   137.90,    7.4143,    8.9532,    8.9926,    1.0600,    0.4795,   -1.5817,   -0.0200,   -0.8450,   -0.3200
   138.00,    7.2887,    8.9709,    9.0014,    0.5744,    0.9733,   -1.5378,   -0.4900,   -0.9700,   -0.2700
   138.10,    7.7234,    9.4538,    8.9763,   -0.4124,    0.6087,   -1.3913,   -0.4000,   -1.0850,   -0.1600
   138.20,    7.3131,    9.2248,    9.0839,   -0.3203,    0.3561,   -1.5135,   -0.6100,   -0.9700,   -0.2800
   138.30,    6.8447,    9.0847,    8.9138,   -0.7411,    0.2499,   -1.5201,   -0.3200,   -0.7400,   -0.2100
   138.40,    7.0535,    9.2527,    8.9709,   -1.1073,    0.6516,   -1.4632,   -0.3500,   -0.7900,   -0.0400
   138.50,    7.0139,    9.1742,    8.7887,   -0.7845,    0.6812,   -1.3716,   -0.7200,   -0.7600,   -0.0800
   138.60,    7.1808,    8.8596,    8.8293,   -1.0418,    0.6034,   -1.2384,   -0.0900,   -0.7800,   -0.2900
   138.70,    7.7396,    8.7914,    8.7342,   -1.0088,    0.4917,   -0.9865,   -0.8900,   -0.7100,   -0.2100
   138.80,    7.9753,    8.8141,    8.6165,   -0.7234,    0.2202,   -1.0722,   -0.8800,   -0.5300,   -0.2500
   138.90,    8.6591,    8.8168,    8.5742,   -0.8389,    0.2562,   -1.1913,   -0.1200,   -0.5650,   -0.3100
   139.00,    8.8266,    8.7877,    8.4966,   -1.6804,    0.2027,   -0.9658,   -0.2400,   -0.5700,   -0.2500
   139.10,    8.5150,    8.7866,    8.4978,   -2.1604,    0.2988,   -1.2078,   -0.7000,   -0.6700,   -0.1400
   139.20,    8.8421,    8.9264,    8.5116,   -1.8067,    0.2340,   -1.3201,   -0.3900,   -0.7400,   -0.1700
   139.30,    8.2006,    8.8714,    8.4188,   -1.5720,    0.3911,   -1.2603,   -0.7300,   -0.6000,   -0.2100
   139.40,    8.0425,    8.6944,    8.3811,   -0.8648,    0.4406,   -1.2435,   -0.9400,   -0.5800,    0.0100
   139.50,    8.3144,    8.5671,    8.4991,   -0.4681,    0.3751,   -1.4499,   -0.6400,   -0.4700,   -0.1900
   139.60,    8.4107,    8.6828,    8.3809,   -0.1499,    0.3608,   -1.3576,   -0.7900,   -0.5100,   -0.1500
   139.70,    8.7771,    8.4572,    8.4919,   -0.2332,    0.4863,   -1.1017,   -0.5100,   -0.6250,   -0.1800
   139.80,    9.0763,    8.5966,    8.4914,   -0.5811,    0.6566,   -1.3297,    0.2600,   -0.7100,   -0.2400
   139.90,    8.6148,    8.6902,    8.3885,   -1.0581,    0.7357,   -1.4777,    0.2700,   -0.6800,   -0.2000
   140.00,    8.3006,    8.3927,    8.3816,   -0.3558,    0.8666,   -1.4216,   -0.2700,   -0.6000,   -0.2200
   140.10,    7.7450,    8.3017,    8.4483,   -0.9369,    0.9695,   -1.3849,   -0.0300,   -0.5250,   -0.2900
   140.20,    8.0785,    8.4942,    8.6136,   -0.4614,    0.7366,   -1.2221,   -0.5600,   -0.4000,   -0.2400
   140.30,    8.1366,    8.3393,    8.5259,   -0.3545,    0.6927,   -1.2044,   -0.3400,   -0.2900,   -0.1800
   140.40,    7.6975,    8.1494,    8.6123,   -0.2019,    0.7014,   -1.3861,   -0.3700,   -0.4100,   -0.1600
   140.50,    8.1777,    8.0369,    8.6116,    0.0067,    0.3706,   -1.3221,   -0.4600,   -0.3450,    0.0000
   140.60,    8.0851,    8.4614,    8.7025,    0.1806,    0.1912,   -1.4819,   -0.4600,   -0.2600,   -0.2400
   140.70,    8.0270,    8.7291,    8.7254,    0.0737,    0.2739,   -1.4364,   -0.4800,   -0.3050,   -0.2800
   140.80,    7.7190,    8.5604,    8.7859,    0.3778,    0.5453,   -1.4076,   -0.5400,   -0.3700,   -0.2800
   140.90,    7.8726,    8.5704,    8.7623,    0.0547,    0.4931,   -1.3891,   -0.2900,   -0.4150,   -0.2700
   141.00,    7.8753,    8.5417,    8.6808,    0.0907,    0.4076,   -1.3635,   -0.2200,   -0.2500,   -0.2600
   141.10,    7.7340,    8.6791,    8.7896,    0.8356,    0.4779,   -1.3216,   -0.1900,   -0.2850,   -0.1400
   141.20,    8.3974,    8.6828,    8.5722,    0.5965,    0.3608,   -1.2913,   -0.2700,   -0.2900,   -0.2000
   141.30,    8.3294,    8.7430,    8.6345,    0.3958,    0.2186,   -1.2765,   -0.3500,   -0.1750,   -0.1600
   141.40,    7.9071,    8.6624,    8.5321,    0.5862,   -0.1689,   -1.1965,   -0.4200,   -0.0500,   -0.1900
   141.50,    8.1706,    8.5289,    8.5358,    0.7610,   -0.0392,   -1.1106,   -0.4600,   -0.0500,   -0.1600
   141.60,    8.0625,    8.5390,    8.6251,    0.6551,   -0.0344,   -1.1423,   -0.3500,    0.1600,   -0.0800
   141.70,    7.8561,    8.5924,    8.5621,    0.5372,   -0.0635,   -1.0931,   -0.1200,    0.1450,   -0.1300
   141.80,    7.4473,    8.6685,    8.4693,    0.5012,   -0.1610,   -1.0332,    0.1300,   -0.0100,   -0.1200
   141.90,    7.5508,    8.6456,    8.7303,    0.4712,   -0.2066,   -1.1864,   -0.1100,    0.2000,   -0.1100
   142.00,    7.5623,    8.8670,    8.7207,    0.5510,   -0.0369,   -1.1662,   -0.2800,    0.3900,   -0.1600
   142.10,    7.6458,    8.6448,    8.6978,    0.6253,    0.0035,   -1.2118,   -0.2300,    0.2850,   -0.1700
   142.20,    7.6579,    8.4361,    8.6599,    0.5271,    0.2237,   -1.3091,   -0.0800,    0.3200,   -0.1200
   142.30,    7.8401,    8.5623,    8.6729,    0.0294,    0.3852,   -1.3573,   -0.0400,    0.2600,   -0.0400
   142.40,    7.6988,    8.3715,    8.5656,    0.3682,    0.4010,   -1.1212,    0.0400,    0.3200,   -0.0400
   142.50,    7.3203,    8.4753,    8.6493,    0.5497,    0.5419,   -1.3388,    0.0400,   -0.1250,   -0.0300
   142.60,    7.3276,    8.6503,    8.7170,    0.3155,    0.3355,   -1.2522,   -0.1600,    0.1000,   -0.0500
   142.70,    7.5517,    8.4851,    8.7323,    0.5212,    0.3757,   -1.4925,   -0.1100,   -0.0250,   -0.0600
   142.80,    7.6746,    8.3440,    8.7148,    0.1587,    0.2195,   -1.4662,   -0.0300,    0.2500,   -0.0300
   142.90,    7.3956,    8.4465,    8.5801,    0.5162,   -0.0066,   -1.2975,    0.0800,    0.2300,   -0.0300
   143.00,    7.2976,    8.5589,    8.6348,    0.2121,   -0.1388,   -1.1625,    0.3000,    0.4500,   -0.1300
   143.10,    7.3518,    8.5762,    8.6732,   -0.2871,   -0.0762,   -1.2433,   -0.3400,    0.1100,   -0.0800
   143.20,    7.1604,    8.4420,    8.6924,    0.4589,   -0.2886,   -1.2837,   -0.1700,   -0.0800,   -0.1000
   143.30,    6.6758,    8.4468,    8.6618,    0.6345,   -0.0956,   -1.2091,   -0.2100,    0.0000,   -0.1200
   143.40,    7.2279,    8.4786,    8.7416,    0.4315,   -0.3553,   -1.2206,   -0.1500,    0.3000,   -0.1900
   143.50,    7.1789,    8.4197,    8.7791,    0.4825,   -0.2521,   -1.3514,    0.0900,    0.2300,   -0.1300
   143.60,    7.3730,    8.6030,    8.6306,    0.5847,   -0.0337,   -1.0704,    0.0200,    0.1300,   -0.1000
   143.70,    7.3954,    8.4570,    8.6251,    0.4022,    0.1692,   -1.1423,   -0.2100,    0.3100,   -0.0900
   143.80,    7.4087,    8.3247,    8.7187,    0.4680,    0.2599,   -1.2662,   -0.1600,    0.3900,   -0.0100
   143.90,    7.6030,    8.1543,    8.6995,   -0.1280,    0.5453,   -1.2258,   -0.2900,    0.2500,    0.0100
   144.00,    7.3653,    8.4358,    8.6540,   -0.1073,    0.5157,   -1.2029,   -0.5900,    0.1500,   -0.1200
   144.10,    7.6365,    8.0498,    8.5774,    0.3535,    0.4683,   -1.3334,   -0.6400,    0.1800,    0.0200
   144.20,    7.7231,    8.1440,    8.5562,    0.2857,    0.6295,   -1.3930,   -0.5200,    0.1100,    0.0200
   144.30,    7.5572,    8.0398,    8.6601,    0.1870,    0.5205,   -1.1950,   -0.5600,    0.0550,   -0.1000
   144.40,    7.6106,    7.8965,    8.8652,    0.1579,    0.5564,   -1.2411,   -0.6100,    0.1200,   -0.0600
   144.50,    7.7825,    7.8099,    8.9253,    0.1505,    0.4781,   -1.0342,   -0.5100,    0.0950,    0.1400
   144.60,    7.6027,    8.0026,    8.8263,   -0.2420,    0.5623,   -0.9823,   -0.8700,   -0.0700,    0.2400
   144.70,    7.5370,    7.5383,    9.0177,   -0.2287,    0.6014,   -0.9160,   -0.8100,   -0.0250,    0.1400
   144.80,    7.2454,    7.3670,    8.8643,   -0.4070,    0.2848,   -1.2911,   -0.9600,    0.3000,    0.2400
   144.90,    7.5200,    7.3408,    9.1342,   -0.7865,    0.5273,   -0.9943,   -0.6900,    0.2900,    0.3200
   145.00,    7.0001,    7.4611,    9.2706,    0.1400,    0.3889,   -1.1771,   -1.2200,    0.3800,    0.4400
   145.10,    7.7990,    7.4950,    9.2043,    0.0742,    0.4323,   -0.9857,   -0.3400,    0.5250,    0.1300
   145.20,    7.5013,    7.6463,    8.9803,    0.7002,    0.4473,   -1.1913,   -0.4800,    0.4300,   -0.2100
   145.30,    7.3510,    7.6248,    8.9101,    0.5891,    0.4197,   -1.2000,   -0.1100,    0.4550,   -0.1000
   145.40,    7.2538,    7.9825,    8.9101,    0.2210,    0.5527,   -1.2000,   -0.2700,    0.3300,   -0.1400
   145.50,    7.7739,    7.7357,    8.8571,    0.2207,    0.6186,   -0.9429,   -0.6700,    0.4150,   -0.0500
   145.60,    7.8746,    7.7840,    8.8074,    0.1547,    0.4286,   -1.2339,    0.3200,    0.3000,   -0.1200
   145.70,    7.7960,    7.6358,    8.9433,   -0.0758,    0.4745,   -1.2386,   -0.2000,    0.3500,   -0.2500
   145.80,    7.5963,    8.0923,    8.9123,    0.0422,    0.6445,   -1.3920,   -0.6400,    0.4900,   -0.3200
   145.90,    7.9462,    7.9653,    9.0605,    0.0353,    0.7500,   -1.3810,   -0.2800,    0.3350,   -0.3600
   146.00,    7.6763,    7.8670,    9.1081,   -0.2614,    1.0871,   -1.3039,   -0.8300,    0.1700,   -0.2500
   146.10,    7.7857,    7.7054,    9.0325,   -0.3976,    1.0102,   -1.3844,   -0.7500,    0.1300,   -0.3000
   146.20,    7.8765,    7.6096,    8.9854,   -0.9635,    0.5140,   -1.2335,   -0.6000,    0.2600,   -0.2900
   146.30,    7.8721,    7.6053,    8.9871,    0.2328,    0.5491,   -1.2475,   -0.3000,    0.5500,   -0.3400
   146.40,    7.5185,    7.6675,    8.9505,    0.1537,    0.5069,   -1.1808,   -0.0600,    0.4600,   -0.3100
   146.50,    7.5628,    7.7156,    8.9704,    0.3729,    0.4629,   -1.2852,    0.2500,    0.4550,   -0.2400
   146.60,    7.1883,    7.6554,    9.0467,   -0.0578,    0.6051,   -1.2687,    0.0800,    0.3000,   -0.1300
   146.70,    7.3380,    7.7266,    9.0458,    0.6374,    0.6637,   -1.3187,   -0.2000,    0.3750,   -0.1400
   146.80,    7.2444,    7.7889,    9.0098,    0.7613,    0.6785,   -1.3160,   -0.2500,    0.1500,   -0.1800
   146.90,    6.9844,    7.7517,    9.0455,    0.9644,    0.7203,   -1.4327,   -0.4000,    0.1750,   -0.1100
   147.00,    7.1159,    7.9874,    8.9844,    0.9378,    0.8026,   -1.2834,   -0.5100,    0.2400,   -0.1200
   147.10,    7.1299,    7.8256,    8.8729,    0.9396,    0.8148,   -1.3613,   -0.4700,    0.2250,   -0.1100
   147.20,    7.3343,    8.0228,    8.9921,    0.9575,    0.5719,   -1.4036,   -0.4300,    0.2500,   -0.2000
   147.30,    7.2188,    7.9584,    8.9083,    1.0858,    0.4001,   -1.1859,   -0.5200,    0.0900,   -0.1400
   147.40,    6.9583,    8.2743,    8.8295,    1.4670,    0.0328,   -1.1244,   -0.2900,   -0.3500,    0.0100
   147.50,    6.5581,    8.5769,    8.8625,    0.9548,    0.0629,   -1.2770,   -0.3200,   -0.1900,   -0.0600
   147.60,    6.6662,    8.7892,    8.7896,    1.0607,    0.0747,   -1.3216,   -0.0400,   -0.2000,   -0.0300
   147.70,    6.2129,    8.6390,    8.8877,    1.0977,   -0.0364,   -1.4236,   -0.1300,   -0.0250,   -0.0100
   147.80,    6.5377,    8.4493,    8.7635,    0.8312,   -0.1167,   -1.2251,    0.1700,    0.1600,    0.0400
   147.90,    6.6421,    8.3719,    8.8544,    1.2572,   -0.0371,   -1.3849,    0.1200,    0.2950,   -0.0200
   148.00,    6.2860,    8.0487,    8.7475,    1.2563,    0.3613,   -1.3268,    0.3800,    0.4100,    0.0600
   148.10,    6.2594,    8.1643,    8.6355,    0.7187,    0.2900,   -1.2266,    0.2900,    0.2600,    0.0600
   148.20,    6.5308,    7.8921,    8.7618,    0.4813,    0.5345,   -1.2110,    0.8100,    0.2900,    0.0100
   148.30,    6.2761,    8.1020,    8.7039,    0.3503,    0.6813,   -1.2039,    0.7500,    0.3900,   -0.0300
   148.40,    6.4943,    8.0342,    8.6845,    0.6620,    0.5377,   -1.2775,    0.1900,    0.2400,    0.1100
   148.50,    6.6726,    8.2501,    8.6050,    1.1826,    0.6354,   -1.1519,   -0.0800,    0.2650,    0.0700
   148.60,    6.6214,    8.1068,    8.6574,    0.6135,    0.8743,   -1.2310,   -0.1600,   -0.0300,    0.0000
   148.70,    6.6822,    8.3701,    8.6658,    0.3503,    0.9351,   -1.4152,   -0.3600,   -0.0750,   -0.1800
   148.80,    6.7482,    8.0219,    8.7091,    0.4510,    0.5219,   -1.2460,    0.1700,    0.3900,   -0.0300
   148.90,    7.0139,    8.1306,    8.8202,    0.8398,    0.7098,   -0.9902,    0.0500,    0.2000,    0.0200
   149.00,    7.2235,    8.0674,    8.7704,    1.2218,    0.9051,   -1.2812,    0.6100,    0.1900,   -0.1300
   149.10,    7.5094,    8.0226,    8.9037,    2.0263,    0.8639,   -0.9158,   -0.0100,    0.1400,   -0.2000
   149.20,    7.5917,    7.8913,    8.9482,    1.5306,    0.5985,   -0.9887,   -0.3300,   -0.0500,   -0.2900
   149.30,    7.6111,    7.7736,    9.0837,    0.7920,    0.7158,   -1.2214,   -0.1000,    0.0450,   -0.2200
   149.40,    7.5643,    7.8052,    9.2152,    0.2449,    0.8942,   -1.2480,    0.2000,   -0.5200,   -0.3900
   149.50,    7.5234,    7.7750,    8.9741,    0.4037,    0.9368,   -1.1992,   -0.1900,   -0.3300,   -0.4000
   149.60,    8.1415,    7.8268,    8.8749,    0.3015,    0.7758,   -1.2613,   -0.4200,   -0.2500,   -0.3300
   149.70,    8.3464,    7.9210,    8.8244,    0.5475,    0.5309,   -1.0823,   -0.1900,   -0.2600,   -0.4700
   149.80,    8.4262,    8.0561,    8.5747,    0.1298,    0.1271,   -0.9633,   -0.0500,   -0.2400,   -0.4100
   149.90,    8.3597,    8.1229,    8.3880,   -0.1989,    0.2208,   -0.4875,    0.5600,   -0.3550,   -0.2800
   150.00,    7.9310,    7.8522,    8.6724,   -0.1304,    0.3372,   -0.7732,    0.6500,   -0.4000,   -0.3000
   150.10,    7.9551,    7.8806,    8.5510,    0.8913,    0.3086,   -0.9448,    0.1100,   -0.4450,   -0.4400
   150.20,    7.8354,    7.9751,    8.6325,    0.7056,    0.3808,   -0.9704,    0.3300,   -0.3900,   -0.4300
   150.30,    8.0332,    8.0598,    8.6047,    0.8937,    0.4161,   -0.8599,    0.1400,   -0.3550,   -0.3800
   150.40,    8.0278,    7.9204,    8.5345,    0.8218,    0.2458,   -0.8685,    0.1300,   -0.4500,   -0.3700
   150.50,    7.8165,    7.9938,    8.5791,    0.8600,    0.3154,   -0.9414,    0.1600,   -0.4850,   -0.1500
   150.60,    7.8143,    7.9999,    8.7712,    1.0521,    0.1202,   -0.9392,    0.1300,   -0.4800,   -0.2700
   150.70,    7.9869,    7.9786,    8.8079,    0.9807,    0.2067,   -1.0059,   -0.0100,   -0.4800,   -0.2900
   150.80,    7.8936,    8.3410,    8.9916,    0.8125,    0.0695,   -1.2256,    0.0100,   -0.3800,   -0.3900
   150.90,    7.8364,    8.2267,    8.9756,    0.7556,   -0.0443,   -1.3273,    0.1200,   -0.2400,   -0.4100
   151.00,    7.7722,    8.5048,    9.0108,    0.6408,   -0.0457,   -1.2660,    0.2400,   -0.0800,   -0.5400
   151.10,    7.6242,    8.6693,    8.9923,    0.7438,   -0.0220,   -1.2896,    0.0400,    0.1150,   -0.4800
   151.20,    7.4163,    8.5304,    9.0329,    0.7539,    0.0358,   -1.1564,    0.1900,    0.2400,   -0.3700
   151.30,    7.6328,    8.7474,    9.1952,    0.6736,   -0.1656,   -1.1436,    0.1900,    0.3500,   -0.4600
   151.40,    7.6658,    8.3949,    8.9477,    0.5209,    0.6746,   -1.2167,    0.2800,    0.0600,   -0.7100
   151.50,    7.5052,    8.2233,    8.9766,    0.4941,    0.3899,   -0.4651,    0.3900,   -0.0250,   -0.3300
   151.60,    7.5963,    8.3041,    8.8431,    0.4483,    0.0222,   -0.9446,    0.3600,    0.2200,   -0.4200
   151.70,    7.7460,    8.4569,    8.5892,    0.3313,    0.1122,   -1.1396,    0.3800,    0.1550,    0.0200
   151.80,    7.9620,    9.0423,    8.8231,    0.4291,    0.7398,   -1.6523,    0.2900,   -0.1200,   -0.0900
   151.90,    8.0659,    8.8825,    8.8771,    0.2210,    0.4459,   -1.4534,   -0.0600,   -0.1700,    0.0700
   152.00,    8.0194,    8.6015,    8.7473,    0.1939,    0.5005,   -1.4408,    0.0100,   -0.2500,    0.1300
   152.10,    7.7406,    8.5613,    8.7537,    0.6655,    0.5383,   -1.3189,   -0.0700,   -0.3100,    0.2200
   152.20,    7.5328,    8.7468,    8.6500,    1.0816,    0.3616,   -1.4029,   -0.1800,   -0.3400,    0.1800
   152.30,    7.3690,    8.7441,    8.6978,    1.1969,    0.5286,   -1.2118,   -0.4400,   -0.4200,    0.1600
   152.40,    7.3102,    8.7193,    8.7379,    1.1540,    0.5861,   -1.3066,   -0.3600,   -0.2700,    0.3400
   152.50,    7.4225,    8.7344,    8.9172,    1.1678,    0.4918,   -1.1421,   -0.0800,   -0.4600,    0.2400
   152.60,    7.5129,    8.5331,    9.1088,    1.5921,    0.4778,   -1.3679,    0.1100,   -0.3800,    0.3100
   152.70,    7.6653,    8.6258,    9.1403,    1.1050,    0.5640,   -1.3925,    0.0900,   -0.6050,    0.1400
   152.80,    7.7749,    8.7936,    8.8155,    0.6768,    0.5027,   -1.1261,   -0.4700,   -0.3500,    0.2000
   152.90,    7.5976,    8.8017,    8.6985,    0.6123,    0.2044,   -0.8697,   -0.7700,   -0.2500,    0.0600
   153.00,    7.7731,    8.9118,    8.7933,    0.6908,    0.4103,   -0.8296,   -0.8100,   -0.0700,   -0.0800
   153.10,    7.9349,    8.8142,    8.8286,    0.8817,    0.4803,   -0.7683,   -0.3000,   -0.1750,   -0.1300
   153.20,    7.8303,    8.9064,    8.7754,    1.1538,    0.3384,   -0.6252,   -0.1500,    0.0000,   -0.2900
   153.30,    7.8670,    9.1452,    8.8217,    1.0871,    0.4247,   -0.7121,   -0.4300,   -0.0500,   -0.2900
   153.40,    7.9918,    9.0172,    8.9357,    0.4185,    0.4802,   -0.7124,   -0.2900,   -0.2000,    0.0800
   153.50,    7.7899,    8.8469,    8.8645,    0.3224,    0.4166,   -0.7710,   -0.2900,   -0.1450,   -0.0600
   153.60,    8.1898,    8.8870,    8.7889,    0.3145,    0.6709,   -0.4454,   -0.1400,   -0.1900,   -0.1400
   153.70,    8.1895,    8.9824,    8.7734,    0.2005,    0.5900,   -0.7252,   -0.4900,   -0.0850,   -0.1500
   153.80,    8.3343,    8.9411,    8.7889,    0.2397,    0.5778,   -0.4454,   -0.2700,   -0.0200,   -0.2000
   153.90,    8.2701,    8.8813,    8.9121,    0.5310,    0.2819,   -0.2878,   -0.5900,    0.0250,   -0.2000
   154.00,    8.2070,    8.9330,    9.0492,    0.5802,    0.8760,   -0.5346,   -0.7000,    0.1600,   -0.3200
   154.10,    8.2460,    8.8408,    8.9522,    0.7275,    0.6118,   -0.5857,   -0.7200,    0.2350,   -0.3100
   154.20,    7.9721,    8.8077,    8.8182,    0.6369,    0.5044,   -0.2780,   -0.9500,    0.0300,   -0.2600
   154.30,    8.0007,    8.7578,    8.8111,    0.4623,    0.5624,   -0.3358,   -0.7300,   -0.1050,   -0.3200
   154.40,    8.4767,    8.9104,    8.8367,    0.3569,    0.5384,   -0.2543,   -0.7000,   -0.1300,   -0.3300
   154.50,    8.6006,    8.9638,    9.0475,    0.4505,    0.5093,   -0.5205,   -0.5900,   -0.1700,   -0.4500
   154.60,    8.5905,    8.9621,    8.8389,    0.2426,    0.5233,   -0.0403,   -0.5800,   -0.0500,   -0.3400
   154.70,    8.6222,    8.8290,    9.0714,    0.7381,    0.6210,   -0.4250,   -0.3500,    0.1100,   -0.3900
   154.80,    8.3302,    8.7069,    8.9352,    0.3318,    0.5704,   -0.1282,   -0.4300,   -0.0200,   -0.3800
   154.90,    8.2999,    8.8766,    8.9840,    0.1143,    0.9581,   -0.2932,   -0.5300,   -0.0500,   -0.3800
   155.00,    8.3176,    8.9328,    8.8160,    0.2020,    0.7620,   -0.0859,   -0.7200,    0.0600,   -0.2800
   155.10,    8.4395,    8.9787,    9.0470,    0.6017,    0.9101,   -0.3425,   -0.8000,   -0.0200,   -0.3500
   155.20,    8.3245,    8.7057,    8.9995,    0.5519,    0.8125,   -0.4196,   -0.7800,    0.0900,   -0.2900
   155.30,    8.3092,    8.7100,    8.9593,    0.3862,    0.7774,    0.0813,   -0.6300,   -0.0100,   -0.2000
   155.40,    8.1701,    8.8306,    9.0091,    0.1269,    0.9560,   -0.0337,   -0.8500,    0.2200,   -0.4200
   155.50,    8.4599,    8.7791,    8.9581,   -0.0869,    0.8820,   -0.0827,   -0.6800,    0.1900,   -0.3300
   155.60,    8.7845,    8.8131,    9.1413,    0.3448,    0.5763,   -0.5304,   -0.2900,    0.0900,   -0.4500
   155.70,    9.0362,    8.9517,    9.0175,    0.3258,    0.6076,   -0.2179,   -0.3400,   -0.0000,   -0.4000
   155.80,    8.8613,    8.8961,    8.8561,    0.1833,    0.4226,   -0.5868,   -0.4300,   -0.0800,   -0.4300
   155.90,    8.6028,    8.9138,    8.8815,    0.2584,    0.3073,   -0.6193,   -0.5800,   -0.0250,   -0.2800
   156.00,    8.6052,    8.6565,    9.1155,    0.1803,    0.3433,   -0.7259,   -0.1900,   -0.0200,   -0.2400
   156.10,    9.0404,    8.5236,    9.1339,    0.2337,    0.7580,   -0.7023,   -0.1700,    0.0400,   -0.2300
   156.20,    8.6863,    8.5358,    8.8928,    0.3327,    0.5138,   -0.2474,   -0.2600,    0.0800,   -0.1900
   156.30,    8.7754,    8.6510,    8.8904,    0.5930,    0.4745,   -0.5755,   -0.3500,    0.0950,   -0.1200
   156.40,    8.9502,    8.6562,    8.8692,    0.3295,    0.6354,   -0.6350,   -0.4900,   -0.0400,   -0.2200
   156.50,    8.8911,    8.4790,    8.8409,    0.1727,    0.4249,   -0.3464,   -0.6100,    0.0250,   -0.0500
   156.60,    8.7983,    8.3979,    9.0214,    0.2325,    0.4185,   -0.8301,   -0.5000,    0.0400,   -0.1800
   156.70,    8.5880,    8.4256,    8.9231,    0.3207,    0.4539,   -0.8422,   -0.5400,    0.0900,   -0.2300
   156.80,    8.6818,    8.4924,    8.6973,    0.7169,    0.3446,   -0.6277,   -0.4200,    0.1100,   -0.3200
   156.90,    8.6638,    8.4071,    8.8367,    0.5152,    0.4303,   -0.6604,   -0.7300,    0.1350,   -0.2100
   157.00,    8.6821,    8.4432,    8.7805,    0.4248,    0.2815,   -0.6673,   -0.7000,    0.0000,   -0.1600
   157.10,    8.8330,    8.3074,    8.6557,    0.4719,    0.3432,   -0.4048,   -0.7800,    0.1800,   -0.1500
   157.20,    8.6675,    8.3267,    8.6710,    0.1951,    0.3598,   -0.2391,   -0.5000,    0.1100,   -0.3000
   157.30,    8.8274,    8.2242,    8.6286,    0.2860,    0.5859,   -0.3583,   -0.7700,    0.1500,   -0.2100
   157.40,    8.5193,    8.3565,    8.7003,    0.5901,    0.3493,   -0.4777,   -0.9300,    0.2500,   -0.1700
