index,u_p0,u_p1,u_p2,v_p0,v_p1,v_p2,w_p0,w_p1,w_p2
     6.50,    5.8117,    8.3952,    9.0208,    0.1294,    0.7886,   -0.3030,    0.7200,    0.0500,   -0.1350
     6.60,    5.5711,    8.3617,    9.0704,    0.0001,    0.7132,   -0.4750,    0.9500,    0.1000,   -0.2000
     6.70,    5.9397,    8.4092,    9.1020,   -0.2752,    0.7903,   -0.4426,    0.5200,    0.2100,   -0.2150
     6.80,    5.5918,    8.4107,    9.0847,   -0.1683,    0.6622,   -0.3592,    0.3500,    0.0500,   -0.1700
     6.90,    5.4132,    8.4902,    9.0485,    0.0092,    0.5367,   -0.2675,    0.3400,    0.0800,   -0.1400
     7.00,    5.6088,    8.5506,    9.2117,   -0.0166,    0.4514,   -0.4078,    0.9900,    0.0100,   -0.2000
     7.10,    5.5829,    8.5737,    9.0048,   -0.2122,    0.6110,   -0.2016,    0.5600,   -0.1200,   -0.1700
     7.20,    6.2394,    8.6087,    9.0325,    0.0109,    0.5583,   -0.1662,    0.3300,   -0.0500,   -0.1600
     7.30,    5.9220,    8.7796,    8.9006,    0.4493,    0.5009,   -0.1076,   -0.0900,   -0.0200,   -0.2000
     7.40,    5.8316,    8.6813,    8.8431,    0.4311,    0.4889,   -0.1324,    0.2600,    0.0300,   -0.1000
     7.50,    5.5521,    8.6414,    8.9926,    0.1545,    0.6977,   -0.1604,    0.2000,   -0.1400,   -0.2100
     7.60,    5.1478,    8.5203,    9.0672,    0.5466,    0.6401,   -0.3329,    0.5300,   -0.1500,   -0.2100
     7.70,    5.1938,    8.4220,    9.0191,    0.3456,    0.6280,   -0.0859,   -0.0200,   -0.0600,   -0.2000
     7.80,    5.5822,    8.4498,    9.0069,    0.2580,    0.5174,   -0.2477,    0.4400,   -0.0400,   -0.2900
     7.90,    5.7765,    8.5272,    9.0235,    0.4742,    0.5839,   -0.0640,    1.0800,   -0.0700,   -0.2400
     8.00,    5.2002,    8.4915,    8.9660,    0.0614,    0.7007,    0.3172,    0.7800,   -0.1600,   -0.1200
     8.10,    5.3756,    8.6365,    8.9985,    0.4321,    0.8538,   -0.0635,    0.4700,   -0.1900,   -0.2850
     8.20,    6.1402,    8.6040,    9.0633,    0.3550,    0.8285,   -0.1268,    0.5800,   -0.2800,   -0.4200
     8.30,    6.3106,    8.5146,    9.0146,    0.0695,    0.8602,   -0.1078,    0.0000,   -0.2600,   -0.3300
     8.40,    6.2313,    8.5631,    8.9411,    0.7152,    0.9873,    0.1717,    0.7100,   -0.3300,   -0.2900
     8.50,    6.3606,    8.5375,    8.8690,    0.8807,    0.9058,   -0.1399,    0.4000,   -0.3800,   -0.3050
     8.60,    6.1619,    8.5823,    8.9990,    0.6426,    0.9469,   -0.2415,    0.7300,   -0.3800,   -0.3300
     8.70,    5.8427,    8.7183,    8.9746,    0.6889,    0.9422,   -0.1590,    0.7900,   -0.3800,   -0.3000
     8.80,    5.4731,    8.6865,    8.9303,    0.5082,    0.8528,    0.0279,    0.4700,   -0.3700,   -0.1500
     8.90,    5.4953,    8.5759,    8.9644,    0.6177,    0.8250,   -0.2208,    0.9300,   -0.3800,   -0.2350
     9.00,    5.4302,    8.7656,    9.1999,    0.9731,    0.9053,   -0.1955,    0.7300,   -0.3800,   -0.3000
     9.10,    5.7895,    8.7858,    9.1290,    0.4259,    0.9149,   -0.1401,    0.1500,   -0.4000,   -0.2650
     9.20,    6.4059,    8.7102,    9.0923,    0.3377,    0.8344,   -0.0733,    0.7100,   -0.4500,   -0.2600
     9.30,    6.4862,    8.6636,    9.1444,    0.9603,    0.8073,   -0.1204,    0.7500,   -0.4600,   -0.1950
     9.40,    6.2027,    8.5397,    9.0310,    0.4838,    0.7137,   -0.0381,    0.2500,   -0.4400,   -0.2200
     9.50,    6.2037,    8.6961,    9.0796,    0.9398,    0.8327,   -0.0571,    0.1000,   -0.4800,   -0.1400
     9.60,    5.9481,    8.6055,    9.2933,    0.7588,    0.7004,   -0.4334,   -0.3300,   -0.5100,   -0.2600
     9.70,    6.2683,    8.5641,    9.0897,    0.7625,    0.6312,   -0.0523,   -0.0600,   -0.4600,   -0.2400
     9.80,    6.3217,    8.5449,    9.2383,    0.7335,    0.6716,   -0.2763,   -0.1600,   -0.4100,   -0.3800
     9.90,    6.4987,    8.6651,    9.0459,    0.2779,    0.6792,   -0.2465,    0.2300,   -0.3800,   -0.3900
    10.00,    6.2052,    8.6789,    9.0935,    0.4057,    0.5669,   -0.3154,    0.6300,   -0.4100,   -0.3800
    10.10,    6.2188,    8.7508,    8.9515,    0.5855,    0.5615,   -0.3186,    0.5200,   -0.4400,   -0.4600
    10.20,    6.4997,    8.7234,    8.8293,    0.3279,    0.4940,   -0.0201,    0.5900,   -0.3900,   -0.3500
    10.30,    5.9434,    8.6289,    8.9313,    0.6229,    0.5679,   -0.3282,    0.4200,   -0.4400,   -0.4400
    10.40,    6.0289,    8.6235,    8.8948,    0.7972,    0.4960,   -0.1475,    0.5100,   -0.3500,   -0.4700
    10.50,    6.2660,    8.7473,    8.9318,    0.5485,    0.5896,   -0.3032,    0.1600,   -0.4000,   -0.5000
    10.60,    6.1831,    8.7601,    8.8490,    1.1083,    0.4273,   -0.2386,    0.2000,   -0.3600,   -0.3900
    10.70,    6.2961,    8.5752,    8.9577,    1.4641,    0.4830,   -0.2537,   -0.4700,   -0.3500,   -0.3400
    10.80,    6.9962,    8.7338,    8.9231,    1.5643,    0.4098,   -0.4361,    0.0600,   -0.3400,   -0.5000
    10.90,    6.7999,    8.6533,    8.8530,    1.6542,    0.4854,   -0.2417,   -0.4900,   -0.2800,   -0.4100
    11.00,    6.9905,    8.5560,    8.9271,    1.3784,    0.5234,   -0.2361,   -0.3400,   -0.2100,   -0.3900
    11.10,    6.4722,    8.5319,    8.8533,    1.3646,    0.7199,   -0.2737,   -0.7100,   -0.2800,   -0.1950
    11.20,    6.9194,    8.4008,    8.9510,    0.9137,    0.5684,   -0.5466,   -0.9600,   -0.3100,   -0.2900
    11.30,    7.2907,    8.4649,    8.8232,    1.4865,    0.5692,   -0.2311,   -0.6200,   -0.2100,   -0.1900
    11.40,    7.8286,    8.5301,    8.9066,    1.5739,    0.7339,   -0.3597,   -0.8800,   -0.4400,   -0.1600
    11.50,    7.8259,    8.5107,    8.7723,    1.5380,    0.6603,   -0.4261,   -0.4400,   -0.4200,   -0.1300
    11.60,    7.6259,    8.5548,    8.8640,    1.9480,    0.7654,   -0.5929,   -0.2300,   -0.3200,   -0.1700
    11.70,    7.6461,    8.5178,    8.8904,    2.3637,    0.7181,   -0.5755,   -0.3600,   -0.3400,   -0.1150
    11.80,    8.1197,    8.3703,    8.7453,    2.3363,    0.6430,   -0.3225,   -0.6000,   -0.3300,    0.0700
    11.90,    8.3174,    8.3846,    8.8489,    1.7123,    0.7588,   -0.2956,   -0.7300,   -0.3600,    0.0050
    12.00,    8.3528,    8.3614,    8.8685,    1.4815,    0.5992,   -0.5710,   -0.8500,   -0.1900,   -0.1000
    12.10,    8.4031,    8.3912,    8.7423,    1.5946,    0.5886,   -0.3265,   -0.7400,   -0.3100,   -0.0100
    12.20,    8.3418,    8.2895,    8.8239,    1.6298,    0.6046,   -0.4981,   -0.8100,   -0.3400,   -0.1000
    12.30,    8.3607,    8.3994,    8.8905,    1.4754,    0.6965,   -0.5184,   -0.8300,   -0.3200,   -0.0250
    12.40,    8.3324,    8.4976,    8.9148,    1.7640,    0.7085,   -0.6580,   -0.7000,   -0.2900,   -0.1000
    12.50,    8.2972,    8.4538,    9.0124,    1.7027,    0.7174,   -0.5249,   -0.6400,   -0.2800,   -0.1550
    12.60,    8.6959,    8.5119,    8.8150,    1.5308,    0.8243,   -0.1359,   -0.5800,   -0.2800,    0.1200
    12.70,    8.3487,    8.3969,    8.8914,    1.5736,    0.7745,   -0.3224,   -0.7500,   -0.3400,    0.0200
    12.80,    8.1864,    8.4932,    8.9527,    1.1548,    0.6866,   -0.5607,   -0.8100,   -0.2800,   -0.0700
    12.90,    8.3299,    8.5013,    8.9400,    1.4360,    0.7945,   -0.5444,   -0.7100,   -0.2500,   -0.1400
    13.00,    8.1184,    8.4878,    8.8965,    1.3601,    0.6147,   -0.5676,   -0.7700,   -0.2400,   -0.0800
    13.10,    8.2137,    8.6183,    8.9737,    1.2222,    0.5381,   -0.5581,   -0.9000,   -0.2900,   -0.1300
    13.20,    8.0416,    8.4981,    8.9852,    1.1156,    0.5305,   -0.5353,   -0.8900,   -0.3000,   -0.1100
    13.30,    7.8941,    8.5141,    8.9383,    1.0405,    0.6322,   -0.5304,   -1.0300,   -0.3100,   -0.0200
    13.40,    7.9211,    8.4905,    8.8517,    0.5879,    0.6507,   -0.2026,   -0.9200,   -0.2700,    0.0700
    13.50,    8.1937,    8.4001,    9.0006,    0.5145,    0.6325,   -0.5156,   -0.8600,   -0.2800,   -0.1250
    13.60,    8.3430,    8.3494,    8.8153,    0.9816,    0.6975,   -0.4279,   -0.6100,   -0.2500,   -0.1100
    13.70,    8.2053,    8.4713,    8.8047,    1.4064,    0.6911,   -0.4577,   -0.6900,   -0.2600,    0.0450
    13.80,    8.0322,    8.4425,    8.9889,    1.2498,    0.7516,   -0.8555,   -0.8500,   -0.2700,   -0.2300
    13.90,    8.1078,    8.5328,    8.9399,    1.3304,    0.7699,   -0.6014,   -0.9500,   -0.2800,    0.0500
    14.00,    8.0386,    8.6168,    8.8337,    1.3717,    0.6662,   -0.4043,   -0.9600,   -0.2700,    0.1100
    14.10,    8.0091,    8.6557,    8.8850,    1.4963,    0.8134,   -0.4443,   -1.0300,   -0.3000,    0.0650
    14.20,    7.8505,    8.5818,    8.9231,    1.5695,    0.7189,   -0.4361,   -1.0100,   -0.2300,    0.1300
    14.30,    7.9002,    8.6828,    8.8139,    1.4545,    0.7669,   -0.6490,   -1.0700,   -0.2500,    0.1100
    14.40,    7.9970,    8.5750,    8.9805,    1.5946,    0.7750,   -0.6713,   -1.1700,   -0.3400,    0.0800
    14.50,    7.9729,    8.6575,    8.9534,    1.7911,    0.7994,   -0.2186,   -1.2200,   -0.4100,   -0.0600
    14.60,    8.0138,    8.6493,    9.0192,    1.6323,    0.6915,   -0.2319,   -1.3500,   -0.4000,   -0.0600
    14.70,    8.0177,    8.5757,    8.8499,    1.8322,    0.7110,    0.1605,   -1.4000,   -0.3900,    0.0950
    14.80,    8.0143,    8.6168,    8.8175,    2.2664,    0.6662,    0.1921,   -1.2600,   -0.4100,    0.1500
    14.90,    7.6757,    8.5799,    8.9101,    2.2390,    0.6189,   -0.1848,   -1.2300,   -0.4200,   -0.0700
    15.00,    8.3300,    8.6643,    8.8438,    3.0603,    0.7433,   -0.1965,   -0.6000,   -0.3900,   -0.0900
    15.10,    8.3189,    8.7284,    8.8277,    1.9903,    0.7440,   -0.1521,    0.4000,   -0.4600,   -0.1650
    15.20,    7.7256,    8.6050,    8.9096,    1.8320,    0.8785,   -0.2098,    0.2000,   -0.3200,   -0.3100
    15.30,    8.1374,    8.5700,    8.8871,    2.0179,    0.9312,   -0.2873,   -0.4500,   -0.2700,   -0.2650
    15.40,    8.0389,    8.6813,    8.7749,    1.4857,    0.8950,   -0.0411,   -0.3000,   -0.3500,   -0.2900
    15.50,    8.3455,    8.6560,    8.9362,    2.1218,    0.9275,   -0.0783,   -0.4000,   -0.3300,   -0.3300
    15.60,    8.2029,    8.7060,    8.9682,    2.2967,    0.9265,   -0.2809,   -1.3100,   -0.2200,   -0.4200
    15.70,    8.5149,    8.6922,    8.7960,    2.1925,    1.0388,   -0.0385,   -0.5100,   -0.2200,   -0.1850
    15.80,    8.3103,    8.8151,    8.7968,    2.4666,    1.0824,   -0.0455,   -0.2400,   -0.2100,   -0.2000
    15.90,    8.3228,    8.6200,    8.9263,    2.1903,    0.9302,   -0.3751,   -0.3300,   -0.2300,   -0.2300
    16.00,    7.8168,    8.6321,    8.9219,    2.1923,    0.8319,   -0.1940,   -0.1700,   -0.1700,   -0.1700
    16.10,    7.4587,    8.7737,    8.8735,    2.0913,    1.0132,   -0.2641,   -0.4100,   -0.2800,   -0.1250
    16.20,    7.2632,    8.6385,    8.7894,    2.1172,    0.9538,   -0.2174,   -0.7900,   -0.3000,   -0.1700
    16.30,    7.6350,    8.7877,    8.8382,    2.1058,    1.0149,   -0.3824,   -0.9200,   -0.3900,   -0.2150
    16.40,    7.7018,    8.7737,    8.8978,    2.1425,    1.0132,   -0.4036,   -0.8800,   -0.3000,   -0.2600
    16.50,    7.7436,    8.8567,    8.8964,    1.6276,    0.8595,   -0.4215,   -0.8800,   -0.3500,   -0.1700
    16.60,    7.6082,    8.7367,    8.9335,    1.4542,    0.9659,   -0.5203,   -0.9600,   -0.3500,   -0.2600
    16.70,    7.5060,    8.8855,    8.8924,    1.6483,    0.7989,   -0.2724,   -0.8500,   -0.2500,   -0.2850
    16.80,    7.2713,    9.0135,    8.9643,    1.8189,    0.8004,   -0.4809,   -0.5000,   -0.2200,   -0.2400
    16.90,    7.1051,    8.7715,    8.9678,    1.2001,    0.7992,   -0.4520,   -0.2100,   -0.4700,   -0.2450
    17.00,    7.1669,    8.8813,    9.0381,    0.9868,    0.8910,   -0.3863,   -0.4000,   -0.4700,   -0.3800
    17.10,    7.1713,    8.9621,    8.9452,    0.6027,    0.9294,   -0.1805,   -0.2900,   -0.4800,   -0.2750
    17.20,    6.9991,    8.8779,    8.7921,    0.4961,    0.9191,   -0.1814,   -0.1000,   -0.4400,   -0.1800
    17.30,    7.3904,    8.9069,    8.9239,    0.5583,    0.9725,   -0.5001,    0.1600,   -0.4100,   -0.2450
    17.40,    7.2038,    8.9323,    8.8283,    0.6280,    0.9400,   -0.4762,    0.1300,   -0.2900,   -0.1700
    17.50,    7.0275,    8.9887,    8.9047,    0.6135,    0.8579,   -0.4597,    0.2800,   -0.2950,   -0.2800
    17.60,    6.9681,    8.8845,    9.0598,    0.7487,    0.7489,   -0.5048,    0.2700,   -0.3000,   -0.1800
    17.70,    6.9272,    8.9411,    8.9928,    0.5015,    0.9838,   -0.4525,    0.3300,   -0.3000,   -0.2850
    17.80,    7.0794,    8.8663,    9.0987,    0.7125,    0.8393,   -0.7636,   -0.1100,   -0.3200,   -0.4500
    17.90,    6.7219,    8.8077,    8.8452,    0.8396,    0.9105,   -0.3815,    0.0900,   -0.3700,   -0.1000
    18.00,    7.2533,    8.8375,    8.8397,    0.8051,    0.8999,   -0.1044,   -0.2500,   -0.3100,   -0.1300
    18.10,    7.3966,    8.8872,    8.8773,    0.5662,    0.7849,   -0.3241,    0.0200,   -0.3100,   -0.1950
    18.20,    7.4670,    8.8687,    8.9012,    1.0949,    0.7612,   -0.4316,    0.0600,   -0.2000,   -0.2900
    18.30,    7.3410,    8.7902,    8.9902,    1.1934,    0.5307,   -0.4314,    0.0200,   -0.2300,   -0.3150
    18.40,    7.0250,    8.8091,    8.9480,    1.0977,    0.7824,   -0.2905,   -0.0700,   -0.2200,   -0.3000
    18.50,    6.9898,    8.8156,    8.9082,    1.0363,    0.9043,   -0.4308,   -0.0200,   -0.3300,   -0.3900
    18.60,    6.9314,    8.8005,    8.8096,    0.8155,    0.8526,   -0.2078,    0.1300,   -0.2900,   -0.5000
    18.70,    6.7551,    8.8426,    8.6854,    0.8009,    0.8578,   -0.0663,    0.2000,   -0.2300,   -0.3700
    18.80,    6.7201,    8.7643,    8.7813,    0.8536,    0.7413,   -0.3253,   -0.1600,   -0.3400,   -0.5800
    18.90,    6.8110,    8.6434,    8.7974,    0.6938,    0.7977,   -0.3696,   -0.4300,   -0.3500,   -0.4900
    19.00,    7.0270,    8.7690,    8.7993,    0.7916,    0.8772,   -0.5296,   -0.0200,   -0.2100,   -0.6000
    19.10,    6.8142,    8.8586,    8.8491,    0.5517,    0.9595,   -0.3846,    0.1100,   -0.3600,   -0.5250
    19.20,    6.9484,    8.8190,    8.7978,    0.5611,    0.8762,   -0.4016,    0.4200,   -0.3800,   -0.5800
    19.30,    7.0009,    8.6749,    8.8749,    0.4820,    0.7731,   -0.4491,    0.2300,   -0.4100,   -0.4600
    19.40,    6.6450,    8.6304,    8.8352,    0.1890,    0.8460,   -0.5324,    0.8800,   -0.2600,   -0.5700
    19.50,    7.2341,    8.6996,    8.7956,    0.4394,    0.8046,   -0.4126,    0.4800,   -0.3400,   -0.4550
    19.60,    7.1375,    8.7099,    8.7183,    0.8194,    0.7204,   -0.2760,    0.3700,   -0.4000,   -0.3600
    19.70,    6.8883,    8.7427,    8.8196,    0.3542,    0.8597,   -0.2600,    0.1000,   -0.3600,   -0.4000
    19.80,    6.6381,    8.6136,    8.7980,    0.2451,    0.8083,   -0.2876,    0.1200,   -0.4000,   -0.3700
    19.90,    6.4170,    8.5705,    8.7876,    0.5956,    0.7531,   -0.2604,   -0.1000,   -0.4000,   -0.3700
    20.00,    6.4943,    8.3706,    8.8101,    0.6620,    0.7571,   -0.3858,    0.0300,   -0.2900,   -0.4400
    20.10,    6.5386,    8.6373,    8.7815,    0.0691,    0.7898,   -0.4143,    0.0400,   -0.3800,   -0.4850
    20.20,    6.5239,    8.5353,    8.8143,    0.1314,    0.6918,   -0.4779,   -0.0800,   -0.2500,   -0.4900
    20.30,    6.3633,    8.6422,    8.8117,    0.5106,    0.6337,   -0.4569,   -0.1100,   -0.2500,   -0.4550
    20.40,    6.4756,    8.7141,    8.7655,    0.5244,    0.6283,   -0.3129,   -0.0100,   -0.2500,   -0.4000
    20.50,    6.5997,    8.7335,    8.8514,    0.7320,    0.7019,   -0.3736,   -0.2100,   -0.3200,   -0.3950
    20.60,    6.8834,    8.6432,    8.7926,    1.3225,    0.6837,   -0.3595,   -0.4400,   -0.2000,   -0.4000
    20.70,    6.7182,    8.7168,    8.7532,    1.1597,    0.6642,   -0.1257,   -0.2000,   -0.2700,   -0.2900
    20.80,    6.5665,    8.7158,    8.7833,    1.1767,    0.6142,   -0.2253,   -0.4900,   -0.3800,   -0.3000
    20.90,    7.0366,    8.6885,    8.8596,    0.7714,    0.5467,   -0.4118,   -0.4600,   -0.3300,   -0.1250
    21.00,    6.8548,    8.7894,    8.7818,    0.6849,    0.5948,   -0.5033,   -0.6300,   -0.2300,   -0.1400
    21.10,    6.9206,    8.8921,    8.9319,    0.6716,    0.6287,   -0.4492,   -0.6800,   -0.2900,   -0.2300
    21.20,    6.5894,    8.8729,    8.9325,    0.4101,    0.6691,   -0.5703,    0.0800,   -0.2700,   -0.3900
    21.30,    6.4687,    8.9466,    8.9278,    0.5805,    0.6497,   -0.5032,   -0.0400,   -0.3700,   -0.3200
    21.40,    6.5426,    9.0734,    8.8764,    0.2690,    0.4871,   -0.1711,    0.5100,   -0.4000,   -0.1900
    21.50,    6.5253,    9.0377,    8.8187,    0.4094,    0.6039,   -0.2530,    0.6200,   -0.2900,   -0.1850
    21.60,    6.6453,    8.9946,    8.9138,    0.3030,    0.5487,   -0.3019,    0.5500,   -0.2900,   -0.2300
    21.70,    6.3365,    8.9399,    8.9347,    0.6712,    0.4138,   -0.1532,    0.3500,   -0.3600,   -0.1000
    21.80,    6.3603,    9.1098,    9.0748,    0.3606,    0.3064,   -0.4531,    0.3800,   -0.4400,   -0.2500
    21.90,    6.2990,    9.0143,    9.1029,    0.8019,    0.3303,   -0.4496,    0.2400,   -0.4600,   -0.2100
