index,u_p0,u_p1,u_p2,v_p0,v_p1,v_p2,w_p0,w_p1,w_p2
   169.90,    7.4317,    9.3139,    9.1202,    1.1797,    1.1685,    1.2374,    0.1500,   -0.7450,   -0.9650
   170.00,    7.5240,    9.3603,    9.1266,    1.8500,    1.3416,    1.1562,    0.4100,   -0.7900,   -0.8200
   170.10,    7.7385,    9.3273,    9.3278,    0.7115,    1.2913,    0.7072,    0.2800,   -0.7500,   -1.1550
   170.20,    8.4459,    9.2504,    9.1852,    0.3175,    1.2498,    0.6790,    1.0600,   -0.7400,   -1.2200
   170.30,    8.0699,    9.3523,    8.9606,    0.6240,    1.2908,    0.2453,    0.6100,   -0.5900,   -0.9300
   170.40,    7.8317,    9.3751,    9.1610,    0.6197,    1.2793,    0.8755,    0.5600,   -0.5200,   -0.7900
   170.50,    7.8603,    9.4960,    9.2192,    0.8511,    1.4260,    0.5763,    0.3950,   -0.5300,   -0.9400
   170.60,    7.7948,    9.3861,    8.9074,    0.5724,    1.5372,    0.7945,   -0.4000,   -0.5400,   -1.0700
   170.70,    7.4907,    9.3162,    8.6456,    0.4674,    1.4395,    0.6056,   -0.5100,   -0.5450,   -0.5700
   170.80,    7.5902,    9.2034,    8.8259,    0.8465,    1.4008,    0.8201,   -0.6000,   -0.4900,   -0.4000
   170.90,    7.3590,    9.2506,    8.8556,    0.4369,    1.3068,    1.1586,   -0.4750,   -0.4800,    0.0150
   171.00,    7.0720,    9.1180,    8.9835,    0.5406,    1.2264,    0.6970,   -0.2500,   -0.4600,   -0.3800
   171.10,    6.9215,    9.0448,    9.0162,    0.8677,    1.0678,    0.6333,   -0.1400,   -0.3950,   -0.5250
   171.20,    6.7748,    9.0692,    8.6030,    0.9886,    0.9853,    0.3724,    0.1600,   -0.3800,   -0.6200
   171.30,    6.3217,    8.9067,    8.5685,    0.7335,    1.0615,    0.6531,    0.6550,   -0.4850,   -0.1300
   171.40,    6.6487,    8.9000,    8.9360,    1.4932,    1.0287,    0.2138,    0.3100,   -0.5700,   -0.2000
   171.50,    6.7965,    8.9120,    8.6180,    0.8701,    1.0764,    0.4241,    0.4350,   -0.5300,   -0.5000
   171.60,    7.0578,    8.8791,    8.9379,    0.8310,    1.0831,    1.1259,    0.1000,   -0.5200,   -0.4100
   171.70,    6.8451,    8.8932,    9.1364,    0.8512,    1.1418,    0.8440,    0.0400,   -0.5400,   -0.4500
   171.80,    6.8159,    8.8894,    9.2477,    1.3498,    0.9989,    0.8078,    0.0100,   -0.5300,   -0.3800
   171.90,    6.9376,    8.8226,    9.0089,    1.2294,    1.1082,    0.6645,   -0.3750,   -0.5750,   -0.3000
   172.00,    6.8679,    8.8333,    8.9584,    0.6367,    0.9920,    0.4374,   -0.7400,   -0.4200,   -0.4900
   172.10,    6.6415,    8.8893,    8.8892,    0.5661,    0.9419,    0.8849,   -0.7700,   -0.3900,   -0.3200
   172.20,    6.5716,    8.9273,    8.9446,    0.3225,    0.6901,    0.9558,   -0.3700,   -0.2600,   -0.4900
   172.30,    6.6453,    8.8584,    8.9035,    0.5060,    0.6424,    1.0006,   -0.2000,   -0.3900,   -0.7300
   172.40,    6.6413,    8.7116,    9.1608,    0.1030,    0.7063,    1.1676,   -0.6500,   -0.3600,   -0.5300
   172.50,    6.4806,    8.4864,    8.6996,    0.0192,    1.2059,    0.3985,   -0.4550,   -0.7050,   -0.6900
   172.60,    6.6076,    8.6727,    8.6387,   -0.0863,    1.3712,    0.6617,   -0.3300,   -0.7300,   -0.6300
   172.70,    6.5296,    8.5769,    8.5870,   -0.2348,    1.6872,    0.6768,   -0.3900,   -0.8450,   -0.7600
   172.80,    6.8701,    8.5531,    8.5649,    0.0385,    1.5916,    0.5672,   -0.4700,   -0.6900,   -0.4200
   172.90,    7.1016,    8.5633,    8.6988,   -0.1931,    1.4504,    0.4625,   -0.2050,   -0.8550,   -0.4700
   173.00,    6.9821,    8.5393,    8.8931,   -0.4678,    1.7039,    0.2727,    0.1200,   -0.8800,   -0.2200
   173.10,    7.0372,    8.2992,    8.7541,    0.0412,    1.5996,    0.0704,    0.2650,   -0.9150,   -0.3500
   173.20,    6.9925,    8.3137,    8.5988,   -0.1459,    1.6263,    0.0584,    0.8900,   -0.8700,   -0.2200
   173.30,    7.1605,    8.3380,    8.8259,   -0.2963,    1.8929,    0.4140,    0.7750,   -0.9000,   -0.1000
   173.40,    7.6992,    8.5245,    9.5661,    0.1902,    1.7662,    0.0133,    0.1900,   -0.8700,   -0.2900
   173.50,    7.7231,    8.5265,    9.5659,    0.4888,    1.6632,   -0.1007,    0.3300,   -0.6900,   -0.1600
   173.60,    7.2821,    8.5220,    9.4408,    1.1506,    1.4382,    0.0478,    0.4300,   -0.6700,   -0.1000
   173.70,    7.4039,    8.4754,    9.2620,    0.8841,    1.1511,    0.1113,    0.3000,   -0.6800,    0.4500
   173.80,    7.3656,    8.5745,    9.1505,    1.2250,    0.9531,    0.4396,    0.3800,   -0.5400,    0.4400
   173.90,    7.4301,    8.7716,    9.2041,    1.6568,    1.0592,    0.3215,    0.1150,   -0.5250,    0.0250
   174.00,    7.3981,    8.8833,    9.0214,    1.2503,    0.9910,    0.7942,    0.0300,   -0.6900,   -0.1500
   174.10,    7.2075,    8.7812,    9.2852,    0.9170,    1.2421,    0.4740,   -0.0100,   -0.3150,   -0.2700
   174.20,    7.0735,    8.7304,    9.2935,    0.8186,    1.2501,    0.4928,   -0.3500,   -0.3300,   -0.4300
   174.30,    6.8271,    8.8750,    9.5615,    0.6495,    1.0292,    0.6896,   -0.2000,   -0.0200,   -0.1300
   174.40,    7.1346,    8.9367,    9.4110,    0.6694,    0.9619,    0.8706,    0.0000,   -0.0400,   -0.0100
   174.50,    7.4631,    8.8988,    9.2556,    0.8950,    0.8647,    0.8016,    0.0400,    0.0350,    0.1600
   174.60,    7.3658,    8.8109,    9.1000,    0.9329,    0.7684,    0.6186,   -0.1500,    0.0700,   -0.3400
   174.70,    7.3993,    8.0137,    9.0894,    1.0083,    1.4292,    0.5888,   -0.0550,   -0.5900,   -0.3500
   174.80,    7.5752,    8.1206,    9.2854,    1.2008,    1.5741,    0.3849,   -0.3100,   -0.7000,   -0.1400
   174.90,    7.5085,    8.3874,    8.9261,    1.0181,    1.4609,    0.5261,   -0.4150,   -0.6200,   -0.1300
   175.00,    7.6005,    8.5503,    9.0025,    0.7622,    1.5557,    0.5426,   -0.3400,   -0.3900,    0.0500
   175.10,    7.6797,    8.5268,    9.0352,    0.8717,    1.4281,    0.6819,   -0.3800,   -0.2650,   -0.0500
   175.20,    7.6062,    8.6929,    9.2209,    1.3542,    1.3808,    0.1562,   -0.3900,   -0.2100,   -0.0500
   175.30,    7.4123,    8.3408,    8.9205,    1.1060,    0.9707,    0.7462,   -0.3650,   -0.1200,    0.1800
   175.40,    7.3900,    8.3393,    9.0443,    1.1425,    0.8957,    0.0276,   -0.4600,    0.1000,    0.0400
   175.50,    7.4593,    8.6487,    9.0133,    1.1581,    0.8126,    0.2803,   -0.4350,    0.0050,    0.0600
   175.60,    7.4471,    8.6914,    9.3007,    1.1994,    0.6967,    0.1446,   -0.2400,   -0.0400,   -0.2300
   175.70,    7.3602,    8.8702,    9.0869,    0.9500,    0.8362,    0.2608,   -0.0500,    0.0150,   -0.0700
   175.80,    7.2890,    8.8653,    9.1721,    1.0945,    0.7893,    0.7272,   -0.0500,   -0.0300,   -0.0300
   175.90,    7.1069,    8.7366,    9.0462,    1.0400,    0.7058,    0.6797,   -0.2150,    0.0500,    0.1750
   176.00,    6.7027,    8.7252,    9.0465,    0.8800,    0.8861,    0.2416,    0.0100,    0.0500,    0.0300
   176.10,    6.9388,    8.5913,    8.9269,   -0.2309,    0.6417,    0.6651,    0.3100,    0.1450,    0.1250
   176.20,    6.7810,    8.8133,    9.0140,    0.1843,    0.6903,    0.2163,    0.5100,    0.1700,    0.0300
   176.30,    6.7102,    8.6880,    8.9832,    0.4998,    0.7248,    0.5829,    0.2600,    0.0050,   -0.0100
   176.40,    6.7701,    8.7047,    8.7744,    0.8526,    0.7625,    0.5431,   -0.0600,    0.0700,    0.2000
   176.50,    7.0825,    8.5125,    8.9988,    0.9195,    1.1093,    0.4566,   -0.1400,   -0.0550,    0.1200
   176.60,    7.2287,    8.4415,    8.6747,    0.7736,    1.1077,    0.6590,   -0.4600,   -0.1000,    0.1400
   176.70,    6.8744,    8.4513,    8.9022,    0.6125,    1.2016,    0.4305,   -0.4150,   -0.1500,    0.3000
   176.80,    6.8132,    8.4336,    8.5681,    0.5017,    1.1139,    0.8312,   -0.1000,   -0.1000,   -0.0900
   176.90,    6.8692,    8.4275,    8.5666,    0.6546,    1.1060,    0.9592,   -0.1900,   -0.0700,    0.2400
   177.00,    6.7472,    8.5420,    8.6020,    0.4010,    0.9277,    0.7285,    0.0200,   -0.0700,    0.3500
   177.10,    6.5865,    8.6969,    8.5677,   -0.0889,    0.9717,    0.8632,    0.0300,   -0.0500,    0.3350
   177.20,    6.6046,    8.6008,    8.8099,   -0.2363,    0.9706,    0.7184,    0.1100,   -0.1500,    0.1900
   177.30,    6.3800,    8.4303,    8.7360,   -0.0608,    1.1990,    0.6238,    0.0500,   -0.0350,    0.3600
   177.40,    6.5940,    8.6978,    8.7806,   -0.2661,    1.2247,    0.5509,    0.1200,   -0.0900,    0.3100
   177.50,    6.2452,    8.7376,    8.9916,    0.0508,    1.1619,    0.3987,    0.0850,    0.1150,    0.4400
   177.60,    6.0671,    8.9244,    8.9288,    0.1964,    1.3522,    0.5620,    0.0100,    0.0200,    0.4800
   177.70,    6.0587,    9.2896,    8.8968,    0.3806,    1.1050,    0.7647,    0.0300,    0.3250,    0.7000
   177.80,    5.8023,    9.0763,    9.0241,    0.6697,    1.0432,    0.8302,   -0.0700,    0.0700,    0.6900
   177.90,    5.7466,    9.0564,    9.1012,    0.6308,    1.1476,    0.5796,   -0.1650,    0.2000,    0.5350
   178.00,    5.8878,    9.0832,    9.0625,    0.4380,    0.9870,    0.3433,    0.0700,    0.1800,    0.5100
   178.10,    5.9516,    8.8303,    9.0737,    0.5277,    1.2481,    0.4551,   -0.0750,   -0.0400,    0.4500
   178.20,    5.7851,    8.9170,    9.0938,    0.4040,    1.1804,    0.2047,   -0.0800,   -0.1300,    0.4900
   178.30,    5.8203,    8.7933,    9.1421,    0.2623,    1.3468,    0.2177,   -0.0750,   -0.0950,    0.4100
   178.40,    5.7831,    8.8210,    9.0778,    0.3040,    1.3823,    0.1030,    0.0300,   -0.1000,    0.2200
   178.50,    5.7922,    8.7477,    8.8343,    0.2588,    1.3697,    0.2298,    0.0700,   -0.0200,    0.3700
   178.60,    5.8284,    8.8230,    9.0756,    0.1671,    1.4823,   -0.1110,    0.4400,   -0.0700,    0.2000
   178.70,    5.7376,    9.0383,    9.1527,    0.1239,    1.4980,    0.2475,    0.4500,   -0.0550,    0.2400
   178.80,    5.6083,    9.0064,    8.7542,    0.1614,    1.5547,    0.1274,    0.4600,    0.1400,    0.3300
   178.90,    5.4858,    9.0406,    8.7639,   -0.1172,    1.5660,    0.1642,    0.4550,    0.0250,    0.4350
   179.00,    5.4615,    9.1987,    8.9990,    0.0223,    1.6709,   -0.2415,    0.1300,    0.1700,    0.3000
   179.10,    5.7318,    9.1995,    8.9379,    0.0840,    2.0130,    0.1107,    0.3200,    0.1800,    0.4150
   179.20,    6.0210,    9.3155,    8.9586,   -0.0088,    1.7066,    0.1453,    0.2500,    0.2200,    0.5400
   179.30,    6.0068,    8.9343,    8.8271,   -0.2705,    1.4461,    0.5780,    0.4100,    0.2750,    0.4700
   179.40,    6.1660,    9.0042,    9.0396,   -0.2617,    1.7468,    0.2978,    0.3900,    0.4800,    0.2600
   179.50,    6.1021,    9.1641,    9.1093,   -0.4084,    1.6916,    0.0784,    0.3550,    0.3150,    0.1900
   179.60,    6.5652,    9.2982,    8.9370,   -0.2055,    1.8470,    0.6699,    0.3100,    0.3000,    0.4600
   179.70,    6.9185,    9.0781,    8.8419,   -0.2975,    1.8413,    0.5157,    0.4000,    0.3850,    0.6000
   179.80,    7.1282,    8.9355,    8.9057,   -0.6707,    1.6101,    0.4024,    0.0300,    0.3500,    0.4200
   179.90,    6.7909,    8.8276,    8.8609,   -0.0709,    1.6182,    0.5644,    0.2300,    0.2700,    0.4900
   180.00,    6.3697,    8.8934,    8.6281,    0.2264,    1.6049,    0.6320,    0.1300,    0.1600,    0.5900
   180.10,    6.1864,    8.7504,    8.6908,   -0.1950,    1.6087,    0.4117,   -0.0200,   -0.0900,    0.4900
   180.20,    6.1973,    8.7441,    8.8771,    0.0058,    1.5438,    0.5770,   -0.6400,   -0.2200,    0.5300
   180.30,    6.0576,    8.7581,    8.7481,    0.0705,    1.4886,    0.5256,   -0.5400,   -0.2600,    0.5200
   180.40,    5.8858,    9.0232,    9.0172,    0.3380,    1.5923,    0.4802,   -0.3300,   -0.2700,    0.4700
   180.50,    6.5464,    8.6156,    9.1581,    1.0211,    2.3295,    1.1316,   -0.3050,   -0.4750,    0.0900
   180.60,    6.7339,    8.7479,    9.3039,    1.1474,    2.4419,    0.8147,    0.5900,   -0.2500,    0.1400
   180.70,    7.2324,    8.6625,    9.3861,    1.2656,    2.1216,    0.7250,    0.0200,   -0.2550,    0.1100
   180.80,    7.1711,    8.7082,    9.2453,    1.3008,    1.9526,    1.2919,   -0.1800,   -0.3500,    0.4000
   180.90,    7.5217,    8.2865,    9.5853,    1.2299,    1.6159,    0.7851,   -0.5100,   -0.0650,    0.1400
   181.00,    7.4328,    8.2913,    9.4379,    1.4897,    1.8088,    1.5222,   -0.7900,   -0.0700,    0.3700
   181.10,    7.4014,    8.3420,    9.2588,    1.1653,    1.5408,    1.4717,   -0.7000,   -0.0350,    0.6100
   181.20,    7.3767,    8.2174,    9.3682,    1.4828,    1.7143,    1.3355,   -0.3400,   -0.0200,    0.5000
   181.30,    7.3043,    8.2342,    9.2935,    1.4632,    1.7519,    1.3050,   -0.4650,   -0.0100,    0.4200
   181.40,    7.1619,    8.1768,    9.3150,    1.1430,    1.5810,    1.0725,   -0.2800,   -0.1300,    0.2700
   181.50,    7.2249,    8.6187,    9.1702,    1.2397,    1.5213,    1.0333,   -0.5850,   -0.2350,    0.5100
   181.60,    7.3481,    8.7102,    9.0776,    1.2513,    2.0526,    1.2072,   -0.5200,   -0.3400,    0.2600
   181.70,    7.2119,    8.5354,    9.4292,    0.9389,    1.5610,    0.7802,   -0.4850,    0.2850,   -0.1300
   181.80,    7.2885,    8.3760,    9.5019,    0.8664,    1.6411,    0.7107,   -0.5900,    0.3400,   -0.0800
   181.90,    6.9722,    8.5320,    9.3696,    1.0057,    1.5890,    1.2074,   -0.6300,   -0.0600,    0.2000
   182.00,    7.1048,    8.8409,    9.5681,    1.0861,    1.2779,    0.5194,   -0.4400,    0.1100,    0.0500
   182.10,    7.1027,    9.0374,    9.5432,    0.7261,    0.8959,    0.7799,   -0.4700,    0.3600,    0.1500
   182.20,    6.9910,    8.9640,    9.2376,    0.7943,    1.0294,    0.5999,   -0.3100,    0.3800,    0.2300
   182.30,    6.8499,    8.6778,    8.9047,    1.0441,    1.0691,    0.7585,   -0.3750,    0.8700,    0.4600
   182.40,    6.8056,    8.7200,    8.8510,    1.0280,    1.3343,    0.2675,   -0.1200,    0.8100,    0.2400
   182.50,    6.9272,    8.9929,    9.3728,    0.7045,    1.5779,    0.2532,   -0.2950,    0.9550,   -0.1200
   182.60,    6.9181,    8.7735,    9.2359,    0.7497,    1.7113,   -0.1982,   -0.0700,    0.5900,   -0.2600
   182.70,    6.4217,    8.7658,    9.0128,    0.9345,    1.8315,    0.0523,    0.1000,    0.4400,   -0.0200
   182.80,    6.5327,    8.6979,    9.0623,    0.9873,    1.6308,   -0.1768,   -0.2500,    0.2400,   -0.1700
   182.90,    6.1998,    8.6567,    9.0485,    0.7399,    1.4726,   -0.0645,    0.0750,    0.1800,    0.1300
   183.00,    6.3579,    8.6365,    8.7540,    0.0326,    1.2599,    0.0134,    0.6500,    0.1500,    0.4100
   183.10,    6.6287,    8.4330,    8.5538,    0.7284,    1.2349,   -0.0967,    0.5450,    0.0650,    0.1600
   183.20,    6.7440,    8.4018,    8.3659,    0.9492,    1.0245,   -0.5971,    0.4300,    0.1200,    0.0100
   183.30,    6.4808,    8.1717,    8.6594,    1.2944,    0.8680,   -0.7249,    0.6550,    0.3500,    0.0600
   183.40,    6.0208,    8.0842,    8.7274,    1.0955,    0.9427,   -0.1182,    0.5400,    0.4500,    0.0000
   183.50,    5.8823,    8.0859,    8.5318,    1.5273,    0.9287,   -0.4984,    0.7100,    0.4800,    0.3500
   183.60,    5.9550,    7.9940,    8.3006,    1.5148,    1.0385,   -0.3558,    0.2200,    0.6600,    0.2100
   183.70,    5.8112,    7.8710,    8.1661,    1.5257,    0.9379,   -0.4792,    0.4100,    0.6250,    0.3000
   183.80,    5.8989,    7.8527,    8.1198,    1.1019,    0.9713,   -0.3922,    0.3200,    0.5500,    0.5700
   183.90,    5.8972,    7.8987,    8.0541,    1.3189,    0.9734,   -0.3789,    0.1050,    0.5050,    0.6200
   184.00,    5.7696,    7.7736,    8.0206,    1.3425,    0.9189,   -0.4543,   -0.5500,    0.4500,    0.7100
   184.10,    5.7067,    7.6521,    8.0361,    1.2457,    0.8933,   -0.5806,   -0.5300,    0.4850,    0.7700
   184.20,    6.0794,    7.5663,    8.1560,    1.0243,    0.7509,   -0.2809,   -0.3700,    0.3800,    0.8800
   184.30,    6.2814,    7.6161,    7.8206,    1.1773,    0.6929,   -0.4503,    0.0400,    0.3850,    0.6000
   184.40,    6.3695,    7.5732,    8.1723,    0.5185,    0.6948,   -0.4713,   -0.2200,    0.4100,    0.7100
   184.50,    6.2511,    7.2663,    8.0918,    0.9599,    0.7568,   -0.3957,   -0.2300,    0.3600,    0.7500
   184.60,    6.2252,    7.2154,    8.3109,    0.7074,    0.7078,   -0.8461,   -0.3500,    0.5200,    0.8000
   184.70,    6.2574,    7.1968,    8.6569,    0.4157,    0.6272,   -1.0529,    0.0100,    0.5950,    0.4200
   184.80,    6.2717,    7.1006,    8.5953,    1.1405,    0.3660,   -1.5378,   -0.3400,    0.6700,    0.4000
   184.90,    6.3925,    7.1251,    8.4444,    1.0271,    0.3405,   -0.7727,    0.0800,    0.8550,    1.2800
   185.00,    6.3943,    7.0400,    8.2208,    0.2579,    0.3372,   -1.1564,   -0.4900,    0.9000,    1.3500
   185.10,    6.5901,    7.0042,    8.4244,    0.1431,    0.1939,   -1.4804,   -0.5750,    0.9300,    1.3200
   185.20,    6.4822,    7.0435,    8.1358,   -0.0519,   -0.0969,   -1.9148,   -0.4800,    0.9500,    1.4700
   185.30,    6.8371,    7.2608,    8.3858,   -0.0118,    0.2218,   -1.5137,   -0.1450,    0.9450,    1.4300
   185.40,    6.7132,    7.1984,    8.8941,    0.5037,    0.1501,   -1.3017,   -0.0400,    0.7200,    1.4200
   185.50,    6.3549,    7.3038,    8.7995,    0.8978,    0.6261,   -0.4156,   -0.6700,    0.7250,    1.6400
   185.60,    6.1417,    7.3089,    8.3710,    0.6330,    0.9900,   -0.2331,   -0.1800,    0.4500,    1.8800
   185.70,    6.2627,    7.4780,    8.5350,    0.4306,    0.8897,   -0.2344,   -0.0850,    0.5400,    1.3000
   185.80,    5.9388,    7.3594,    8.8387,    0.0809,    0.8110,    0.2517,   -0.0600,    0.5400,    0.8000
   185.90,    5.9376,    7.2549,    8.5220,    0.1769,    0.5310,    0.2200,   -0.1500,    0.7250,    0.8300
   186.00,    5.7477,    7.3769,    8.6308,    0.1287,    0.7847,   -0.1443,   -0.3200,    0.6000,    0.8900
   186.10,    6.1306,    7.3381,    8.5358,    0.5782,    0.8974,   -0.2984,   -0.1000,    0.6650,    1.0000
   186.20,    6.6943,    7.4271,    8.2213,    0.6581,    0.4916,   -0.1162,    0.0200,    0.4600,    1.0600
   186.30,    6.6087,    7.5016,    8.4875,    0.8328,    0.8712,   -0.7175,   -0.0300,    0.4550,    0.9900
   186.40,    6.5478,    7.4986,    8.3269,    1.0391,    1.0703,   -0.3383,    0.0200,    0.4800,    0.8800
   186.50,    6.6482,    7.2151,    8.0152,    1.2651,    0.7969,   -0.5262,   -0.1400,    0.3550,    0.8300
   186.60,    6.7539,    7.1686,    8.2701,    1.0430,    0.5667,   -0.6872,   -0.1500,    0.2800,    1.1400
   186.70,    6.4185,    7.2690,    8.4018,    0.8736,    0.3867,   -0.5998,    0.0450,    0.3300,    0.9100
   186.80,    6.7364,    7.3912,    8.9116,    1.0693,    0.0882,   -0.9219,    0.3200,    0.6000,    0.8800
   186.90,    6.7550,    7.5551,    8.7909,    1.3530,    0.2330,   -0.3454,    0.4300,    0.9100,    1.2200
   187.00,    6.8955,    7.5737,    9.4068,    0.8182,    0.5167,    0.1505,   -0.0100,    1.2000,    0.5100
   187.10,    7.3045,    7.8113,    8.6668,    0.7651,    0.4960,   -0.5530,   -0.0950,    1.0550,    0.7600
   187.20,    7.9504,    8.0265,    8.5641,    0.7553,    0.6578,   -0.9931,   -0.0700,    1.0500,    1.1800
   187.30,    7.7544,    8.0718,    8.4008,    0.7562,    0.5209,   -0.6498,    0.1200,    1.0800,    0.9800
   187.40,    7.5560,    8.1913,    8.3787,    1.2412,    0.1865,    0.0528,    0.2200,    1.2700,    0.8300
   187.50,    7.4333,    7.9877,    8.8133,    1.1086,   -0.0415,    0.2842,    0.1300,    1.5250,    0.7300
   187.60,    7.2476,    8.3018,    9.0056,    1.0253,   -0.1918,   -0.0056,    0.0000,    1.4600,    0.6600
   187.70,    7.2081,    8.1370,    8.5188,    1.4051,   -0.5896,    0.3621,   -0.2000,    0.9050,    0.9800
   187.80,    7.0738,    7.6729,    8.6289,    1.3387,   -1.0455,    0.1618,   -0.3600,    1.2400,    1.0500
   187.90,    6.8475,    7.0708,    9.0891,    1.3252,   -0.0295,    0.0688,   -0.3800,    0.9300,    0.6500
   188.00,    6.6106,    6.8617,    8.7311,    1.2819,   -0.1834,   -0.0322,   -0.0400,    0.8400,    0.9300
   188.10,    6.7350,    7.2892,    8.8724,    1.0514,   -0.4158,   -0.3711,    0.0700,    0.7350,    1.0350
   188.20,    6.8019,    7.6069,    8.9842,    0.9420,   -0.3341,   -0.1792,    0.2400,    0.6000,    1.1700
   188.30,    7.1340,    7.8015,    8.6899,    1.1965,    0.6053,   -1.2056,    0.4150,    0.5100,    1.0400
   188.40,    7.5486,    7.7086,    8.4570,    1.4754,    0.4621,   -0.6429,   -0.0500,    0.5100,    1.2900
   188.50,    7.4368,    7.0520,    8.1661,    1.0805,    0.5880,   -0.0731,    0.2750,    0.5650,    1.2800
   188.60,    7.2799,    7.2565,    8.6685,    1.3427,    0.6630,   -0.5671,    0.6600,    0.6400,    1.2900
   188.70,    7.2970,    7.2603,    9.2039,    1.5514,    0.8060,   -0.4016,    0.4700,    1.1250,    0.6200
   188.80,    7.3607,    7.2471,    9.1492,    1.7872,    0.7972,   -0.5366,    0.2900,    0.9200,    1.2400
   188.90,    7.5320,    6.9041,    8.9522,    1.6978,    0.5449,    0.0234,    0.0700,    0.7250,    1.4100
   189.00,    7.3205,    6.6561,    8.6853,    1.4759,    1.2590,   -0.1233,   -0.4300,    0.9100,    1.3000
   189.10,    7.5258,    6.5114,    8.8897,    1.0808,    1.2768,   -0.1053,   -0.4650,    0.9200,    1.0800
   189.20,    7.6451,    7.2129,    8.8153,    1.9076,    1.1920,   -0.4279,   -0.3500,    0.6800,    1.0100
   189.30,    7.3650,    6.9045,    8.6899,    1.3460,    0.9190,   -0.3935,   -0.4800,    0.5650,    0.8800
   189.40,    7.2223,    6.8679,    8.2087,    1.0578,    1.0427,   -0.2459,   -0.5800,    0.4900,    0.8400
   189.50,    6.8528,    7.0581,    8.2848,    1.1371,    1.0020,    0.0626,   -0.5150,    0.1550,    0.9700
   189.60,    7.0442,    7.2245,    8.4370,    1.4634,    1.2718,    0.2737,   -0.6900,   -0.0200,    0.5300
   189.70,    6.8200,    7.2958,    8.3646,    1.4038,    0.9813,    0.4571,   -0.6950,   -0.0350,    0.5200
   189.80,    7.6845,    7.3543,    8.4710,    1.0646,    0.8531,    0.1710,   -0.1900,    0.1300,    0.0500
   189.90,    7.7003,    7.2766,    8.2723,    1.2554,    0.6156,    0.3389,   -0.1950,    0.0600,    0.2100
   190.00,    7.7052,    7.5183,    8.2464,    1.7084,    0.4458,    0.1434,    0.0600,    0.1000,    0.2600
   190.10,    7.5785,    7.6289,    8.1787,    1.5218,    0.5306,    0.0567,   -0.1200,   -0.1650,    0.2600
   190.20,    7.6683,    7.8532,    8.1536,    1.6611,    0.7933,   -0.2029,   -0.2900,   -0.3100,    0.1500
   190.30,    7.5367,    8.2274,    8.2036,    1.4846,    0.8499,   -0.6099,   -0.3650,   -0.5900,   -0.1700
   190.40,    7.6926,    8.2605,    8.3907,    1.5786,    0.9573,   -0.4516,   -0.4500,   -0.5800,   -0.5900
   190.50,    7.5024,    8.3467,    8.7673,    1.6193,    1.2706,    0.4852,   -0.4550,   -0.7200,   -0.6300
   190.60,    7.5653,    8.4334,    8.8963,    1.1070,    1.4059,   -0.2755,   -0.6200,   -1.0800,   -0.6000
   190.70,    7.2266,    8.0639,    9.0384,    1.0227,    1.2822,    0.1338,   -0.6050,   -1.0150,   -0.6100
   190.80,    7.4579,    7.8803,    9.1359,    1.3432,    1.1528,    0.2099,   -0.6300,   -1.0700,   -0.7800
   190.90,    7.3868,    7.9677,    9.0433,    0.6754,    1.4271,    0.3837,   -0.3500,   -0.7500,   -0.8000
   191.00,    7.3151,    7.3442,    9.0438,    0.5918,    1.0514,    0.2057,   -0.8600,   -0.4500,   -0.9000
   191.10,    7.6551,    7.6964,    9.1147,    0.8402,    0.7063,    0.1503,   -0.9700,   -0.2850,   -0.8700
   191.20,    7.7421,    7.6640,    9.2120,    0.9435,    0.5349,    0.1123,   -0.9800,    0.0000,   -0.7500
   191.30,    7.7430,    8.0733,    8.8384,    0.9365,    1.0020,    0.5438,   -0.8200,    0.1650,   -0.2800
   191.40,    7.7813,    8.4348,    9.0113,    0.7987,    0.8718,    0.5864,   -0.3900,   -0.0400,   -0.4900
   191.50,    7.7927,    8.2274,    8.9936,    0.6184,    0.6469,    0.4987,   -0.2500,   -0.0100,   -0.4300
   191.60,    7.6175,    8.4021,    9.1165,    0.9139,    0.3264,    0.5423,   -0.1700,    0.3100,   -0.4300
   191.70,    7.6863,    7.9667,    8.9567,    0.9046,    0.5650,    0.8575,   -0.4750,    0.4450,   -0.4800
   191.80,    7.7362,    7.9844,    9.0318,    1.0496,    0.6527,    0.7100,   -0.3000,    0.3400,   -0.2400
   191.90,    7.4694,    8.0643,    8.9633,    1.1629,    0.9011,    1.0934,   -0.7450,    0.2350,    0.0400
   192.00,    7.8928,    8.0352,    9.1593,    1.2826,    0.9937,    0.4834,   -0.8600,    0.2900,   -0.2500
   192.10,    7.3864,    7.7207,    8.7754,    1.1135,    0.9729,    0.5930,   -0.6250,    0.4950,   -0.0200
   192.20,    7.2462,    7.5882,    8.5247,    1.1533,    1.1526,    0.6620,   -0.1200,    0.6400,   -0.0200
   192.30,    7.1740,    7.6318,    8.8323,    1.2478,    0.8266,    0.5359,    0.0550,    0.5450,   -0.2600
   192.40,    7.0846,    7.8187,    8.8187,    1.0765,    1.0740,    0.3561,   -0.2300,    0.3900,   -0.1100
   192.50,    6.7269,    8.1246,    8.4947,    1.1465,    0.9619,    0.9646,    0.1000,    0.8000,    0.1700
   192.60,    6.4670,    7.8768,    8.5685,    1.4067,    0.7748,    0.6531,   -0.0600,    1.0300,   -0.0500
   192.70,    6.5941,    7.7605,    8.3962,    1.7643,    0.9101,    0.4325,   -0.1100,    1.3350,   -0.2600
