index,u_p0,u_p1,u_p2,v_p0,v_p1,v_p2,w_p0,w_p1,w_p2
k,0,0,0,1,1,1,2,2,2
   171.00,    7.6631,    6.7913,    8.0235,    0.8910,   -0.3060,   -1.9286,   -0.3900,   -0.0700,   -0.1500
   171.10,    7.5766,    7.0382,    7.9918,    0.8697,   -0.5179,   -2.0180,   -0.2300,   -0.1400,   -0.0800
   171.20,    7.6173,    7.2077,    7.9391,    0.7999,   -0.3902,   -2.0530,   -0.1700,   -0.0600,   -0.0200
   171.30,    7.6174,    7.0580,    7.8600,    0.6539,   -0.2733,   -2.1054,   -0.1850,   -0.2200,    0.0100
   171.40,    7.5759,    6.8802,    7.8706,    0.7307,   -0.1597,   -2.0756,   -0.2800,   -0.2500,    0.0900
   171.50,    7.7296,    7.0192,    7.9162,    0.8137,   -0.3635,   -2.0985,   -0.3300,   -0.2500,   -0.0300
   171.60,    7.6911,    6.8499,    7.9957,    0.8945,   -0.3772,   -2.2241,   -0.2600,   -0.4400,    0.0400
   171.70,    7.7076,    6.9983,    8.0255,    1.0212,   -0.5121,   -2.2347,   -0.3300,   -0.5900,   -0.3300
   171.80,    7.8362,    7.0208,    8.0009,    1.0477,   -0.8406,   -2.2662,   -0.4600,   -0.5600,   -0.1700
   171.90,    7.8370,    7.4621,    8.0494,    0.8376,   -0.7793,   -2.1392,   -0.2750,   -0.3450,   -0.1700
   172.00,    7.8965,    7.8140,    7.9666,    0.9624,   -0.6862,   -2.2776,   -0.4200,   -0.1900,   -0.1300
   172.10,    7.9522,    7.7294,    7.9689,    0.9443,   -0.6646,   -2.0636,   -0.4500,   -0.6050,   -0.2200
   172.20,    8.0017,    7.7549,    8.0752,    0.9184,   -0.4370,   -1.9436,   -0.3600,   -0.5000,   -0.1800
   172.30,    7.9262,    7.7188,    7.9568,    0.8948,   -0.2883,   -1.9653,   -0.4100,   -0.2050,   -0.0600
   172.40,    7.9578,    7.9191,    7.8979,    0.9272,   -0.3242,   -2.0082,   -0.4400,   -0.3700,   -0.1100
   172.50,    7.8054,    7.9912,    8.0935,    0.8052,   -1.0848,   -2.0340,   -0.4450,    0.2400,   -0.1300
   172.60,    8.1016,    8.0029,    8.0083,    0.5103,   -0.9480,   -2.0944,   -0.6300,    0.2700,   -0.1500
   172.70,    7.9380,    7.6724,    7.9447,    0.2765,   -1.4766,   -2.2731,   -0.5400,    0.1600,   -0.2100
   172.80,    7.9531,    7.4365,    7.9937,    0.3852,   -1.2669,   -2.3241,   -0.4500,    0.1400,   -0.1200
   172.90,    7.9334,    7.3860,    7.8896,   -0.0055,   -0.8848,   -2.2300,   -0.6900,   -0.0750,    0.1800
   173.00,    7.8022,    7.5682,    7.9703,   -0.0679,   -0.7734,   -2.1916,   -0.8300,    0.2000,   -0.0900
   173.10,    7.4228,    7.5944,    8.0403,   -0.0824,   -0.6099,   -2.2970,   -1.1500,    0.1050,   -0.0400
   173.20,    7.3887,    7.5648,    7.8425,    0.1663,   -0.3393,   -2.0791,   -1.1200,   -0.2600,   -0.0100
   173.30,    7.5293,    7.5842,    7.7908,    0.0945,   -0.4687,   -2.0641,   -1.4600,   -0.1500,    0.0600
   173.40,    7.5010,    7.6778,    7.8568,    0.1801,   -0.3895,   -2.3694,   -1.4100,   -0.2900,   -0.2500
   173.50,    7.2705,    7.5590,    7.9519,    0.0556,   -0.3792,   -2.2153,   -1.3500,   -0.2750,   -0.2400
   173.60,    7.1183,    7.2134,    7.9817,    0.0476,   -0.2043,   -2.2259,   -1.5000,   -0.2500,   -0.2600
   173.70,    7.4350,    7.0838,    8.0605,    0.2824,   -0.4838,   -2.2874,   -0.6450,   -0.3000,   -0.2400
   173.80,    7.7973,    7.1535,    7.9649,    0.0882,   -0.2971,   -2.2635,   -0.6800,   -0.1700,   -0.2100
   173.90,    7.8743,    7.2100,    7.9841,    0.2437,   -0.5253,   -2.3039,   -0.3450,   -0.2400,   -0.2600
   174.00,    7.6185,    7.2180,    7.9393,    0.1518,   -0.4745,   -2.3450,   -0.5700,   -0.3300,   -0.4000
   174.10,    7.6458,    7.4584,    7.9814,    0.0162,   -0.8653,   -2.3399,   -0.6800,   -0.4800,   -0.4000
   174.20,    7.6076,    7.3646,    7.9920,    0.0080,   -0.8554,   -2.3101,   -0.7300,   -0.4000,   -0.4200
   174.30,    7.7214,    7.6439,    8.1070,   -0.1063,   -0.8389,   -2.2603,   -0.7550,   -0.5950,   -0.4800
   174.40,    7.9507,    7.6977,    8.0191,    0.0572,   -0.9000,   -2.3566,   -0.8800,   -0.6600,   -0.4900
   174.50,    7.9163,    7.7128,    8.0629,    0.5980,   -0.8483,   -2.3655,   -0.8900,   -0.6300,   -0.5100
   174.60,    7.9896,    7.9627,    7.9218,    0.6105,   -1.2593,   -2.3187,   -0.8200,   -0.8200,   -0.5200
   174.70,    7.0927,    7.6779,    7.9218,    0.3722,   -1.3477,   -2.3187,   -0.2650,   -0.8700,   -0.5700
   174.80,    7.1868,    7.6766,    7.9817,    0.0703,   -1.3657,   -2.2259,   -0.0600,   -0.7800,   -0.6200
   174.90,    7.3700,    7.8226,    7.9383,   -0.5805,   -1.1625,   -2.3950,   -0.6500,   -0.6400,   -0.6200
   175.00,    7.3360,    8.2715,    8.0004,   -0.2747,   -1.2214,   -2.4943,   -0.7000,   -0.6500,   -0.5500
   175.10,    7.5213,    7.8758,    7.8460,   -0.3624,   -1.1025,   -2.5132,   -0.9750,   -0.8700,   -0.6700
   175.20,    7.0331,    7.8290,    7.9952,   -0.4188,   -1.0406,   -2.4522,   -1.1000,   -0.9600,   -0.4500
   175.30,    7.2757,    7.8453,    8.0996,   -0.1895,   -0.8249,   -2.4322,   -1.0100,   -0.9400,   -0.4500
   175.40,    6.8105,    8.1415,    8.0031,   -0.3464,   -0.5107,   -2.4583,   -0.8600,   -0.8800,   -0.4900
   175.50,    7.1565,    8.0839,    8.0826,    0.0559,   -0.5926,   -2.5839,   -0.9200,   -0.8650,   -0.6400
   175.60,    6.8748,    7.9211,    8.0966,    0.1744,   -1.0364,   -2.5822,   -1.0500,   -1.1100,   -0.6300
   175.70,    7.6017,    8.6051,    8.0186,    0.3171,   -0.6889,   -2.5847,   -0.4950,   -0.5450,   -0.5100
   175.80,    7.6325,    8.4023,    8.0439,    0.5596,   -0.7779,   -2.6172,   -0.4400,   -0.7500,   -0.6600
   175.90,    7.4947,    8.3931,    8.1134,    0.3182,   -0.7897,   -2.5445,   -0.2550,   -0.6700,   -0.5800
   176.00,    7.2914,    8.1666,    8.0713,    0.2042,   -1.0633,   -2.5497,    0.0300,   -0.4700,   -0.5200
   176.10,    7.5378,    8.3805,    8.1644,    0.1704,   -0.9195,   -2.4955,   -0.0600,   -0.6000,   -0.7100
   176.20,    7.4818,    8.2937,    8.0348,    0.2205,   -0.7057,   -2.3689,    0.0800,   -0.5400,   -0.6400
   176.30,    7.7224,    7.9232,    7.9671,    0.7558,   -1.0825,   -2.4556,    0.0700,   -0.7350,   -0.5000
   176.40,    7.8281,    8.1142,    7.8918,    0.9398,   -0.9842,   -2.4221,   -0.1100,   -0.3600,   -0.5200
   176.50,    8.0848,    8.1170,    7.8886,    0.8217,   -1.2973,   -2.2800,   -0.2550,   -0.7600,   -0.4300
   176.60,    7.9044,    7.9708,    7.9238,    0.9563,   -1.1514,   -2.2187,   -0.2700,   -0.9600,   -0.4100
   176.70,    8.0863,    8.0123,    8.0481,    0.8967,   -1.0252,   -2.3032,   -0.4150,   -0.8200,   -0.4800
   176.80,    8.1925,    7.9605,    8.0183,    0.7566,   -1.0672,   -2.2926,   -0.3900,   -0.9000,   -0.5000
   176.90,    7.9777,    7.7923,    8.0444,    0.9688,   -1.1769,   -2.3891,   -0.3400,   -0.8900,   -0.3300
   177.00,    8.1346,    7.9440,    8.2594,    0.7637,   -1.3969,   -2.3414,   -0.6600,   -0.8300,   -0.5500
   177.10,    8.0885,    8.0935,    8.0412,    0.9076,   -0.8158,   -2.2470,   -0.8800,   -0.9400,   -0.6000
   177.20,    8.2533,    8.1807,    8.2927,    0.8994,   -0.6555,   -2.3800,   -1.1100,   -0.8900,   -0.7200
   177.30,    8.3383,    8.0112,    8.3419,    0.8457,   -0.9292,   -2.3170,   -1.1100,   -0.9800,   -0.6700
   177.40,    8.2767,    8.1383,    8.3207,    0.7669,   -0.7747,   -2.3766,   -0.7900,   -0.9600,   -0.6700
   177.50,    8.2370,    7.9078,    8.3030,    0.8297,   -0.8991,   -2.4642,   -0.6550,   -0.8700,   -0.7100
   177.60,    8.1085,    8.0849,    8.3400,    0.8602,   -1.1517,   -2.4170,   -0.9400,   -0.9400,   -0.7600
   177.70,    8.0977,    8.0067,    8.3584,    0.7164,   -1.2111,   -2.3933,   -0.8250,   -0.8250,   -0.8100
   177.80,    8.2117,    7.7472,    8.3286,    0.7162,   -1.1290,   -2.3827,   -0.8800,   -0.9700,   -0.8100
   177.90,    7.8815,    7.8020,    8.2587,    0.9107,   -1.1401,   -2.2773,   -0.8400,   -0.6050,   -0.7500
   178.00,    7.9066,    7.6445,    8.2053,    0.7642,   -1.1630,   -2.2483,   -0.6200,   -0.6600,   -0.7400
   178.10,    8.3323,    7.4900,    8.1755,    0.6918,   -1.4420,   -2.2377,   -0.9000,   -0.9350,   -0.6700
   178.20,    8.6409,    7.7214,    8.1740,    0.4697,   -1.3245,   -2.1096,   -0.6400,   -0.7000,   -0.6200
   178.30,    8.1566,    7.4776,    8.2668,    0.7593,   -1.1087,   -2.1695,   -0.4950,   -0.5600,   -0.6600
   178.40,    8.0733,    7.5271,    8.2392,    0.7989,   -1.1347,   -2.3510,   -0.5100,   -0.7500,   -0.6000
   178.50,    8.1110,    7.5027,    8.2267,    0.7822,   -1.4583,   -2.4807,   -0.6200,   -0.5800,   -0.5700
   178.60,    8.2612,    7.4522,    8.2754,    0.8932,   -1.2792,   -2.6457,   -0.5700,   -0.4100,   -0.5200
   178.70,    8.4212,    8.0202,    8.3345,    0.8381,   -1.2344,   -2.4889,   -0.5550,   -0.4400,   -0.5500
   178.80,    8.0645,    8.0927,    8.1090,    1.1612,   -1.5639,   -2.5664,   -0.5800,   -0.3900,   -0.5300
   178.90,    7.9011,    8.6525,    8.0898,    1.0414,   -1.4809,   -2.5260,   -0.8050,   -0.1300,   -0.5600
   179.00,    8.0310,    7.9447,    8.1715,    1.4919,   -1.4610,   -2.4376,   -1.0100,   -0.3700,   -0.5100
   179.10,    8.3118,    7.8342,    8.1937,    0.9743,   -1.2858,   -2.3281,   -0.3750,   -0.4800,   -0.4700
   179.20,    8.3642,    7.8795,    8.1858,    1.0412,   -1.2196,   -2.3219,   -0.1200,   -0.5100,   -0.4400
   179.30,    8.2883,    8.0234,    8.2205,    1.4558,   -1.3765,   -2.4886,   -1.0150,   -0.7200,   -0.4200
   179.40,    8.1460,    7.9354,    8.1609,    1.9477,   -1.3268,   -2.4674,   -1.3400,   -0.6200,   -0.4000
   179.50,    8.5081,    7.9506,    8.3067,    1.6965,   -1.3641,   -2.3783,   -1.6250,   -0.6200,   -0.3400
   179.60,    8.4447,    7.8812,    8.2882,    1.7778,   -1.2337,   -2.4019,   -1.3100,   -0.6500,   -0.3800
   179.70,    8.3883,    7.9483,    8.2971,    1.4538,   -1.4320,   -2.3581,   -1.6250,   -0.3500,   -0.4200
   179.80,    8.0898,    7.9174,    8.1843,    0.7226,   -1.5284,   -2.1938,   -1.9700,   -0.0900,   -0.3900
   179.90,    7.5302,    8.2168,    8.1474,    0.8997,   -1.3563,   -2.2411,   -1.7100,   -0.6050,   -0.3100
   180.00,    7.5966,    7.9492,    8.2186,    0.9684,   -1.4391,   -2.1825,   -1.5100,   -0.7600,   -0.4100
   180.10,    7.4137,    8.6111,    8.2117,    0.3689,   -1.3471,   -2.1264,   -1.2200,   -0.7200,   -0.4700
   180.20,    7.1863,    8.2220,    8.3407,    0.2483,   -1.3984,   -2.0749,   -1.4500,   -1.0400,   -0.4800
   180.30,    7.4492,    8.2334,    8.4422,    0.9503,   -0.8235,   -2.2049,   -1.5050,   -0.5200,   -0.6300
   180.40,    7.3914,    8.0073,    8.4495,    1.0144,   -1.3322,   -2.4391,   -1.2800,   -0.3700,   -0.5200
   180.50,    7.4124,    8.3491,    8.3707,    1.1630,   -0.4318,   -2.3776,   -1.1950,    0.4450,   -0.3100
   180.60,    7.4390,    8.0268,    8.4737,    1.0915,   -0.4464,   -2.2296,   -1.2800,    0.6900,   -0.3100
   180.70,    7.4246,    7.7219,    8.3779,    0.9187,   -0.8935,   -2.3197,   -1.2500,   -0.1850,   -0.3000
   180.80,    7.8761,    7.5795,    8.4823,    0.8388,   -1.2137,   -2.2997,   -1.3400,   -0.2300,   -0.2900
   180.90,    7.9884,    7.6292,    8.4769,    1.0557,   -0.9797,   -2.3716,   -1.3250,   -0.1650,   -0.3900
   181.00,    7.9239,    7.5367,    8.2776,    1.0299,   -1.1549,   -2.4317,   -1.3500,   -0.0800,   -0.4100
   181.10,    7.1720,    7.5677,    8.3023,    1.1478,   -1.8136,   -2.4002,   -1.1950,   -0.0950,   -0.3700
   181.20,    6.9630,    7.9595,    8.3387,    1.1969,   -1.1172,   -2.1749,   -1.1600,    0.4500,   -0.2900
   181.30,    7.4201,    7.5691,    8.4744,    1.3029,   -1.1865,   -2.2936,   -1.0050,    0.6450,   -0.3200
   181.40,    7.1932,    8.0538,    8.4877,    1.4104,   -1.7112,   -2.2278,   -1.0000,    0.5800,   -0.3300
   181.50,    7.5790,    7.7222,    8.3929,    1.1407,   -1.7376,   -2.2680,   -1.0100,    0.4600,   -0.3100
   181.60,    6.6478,    7.4547,    8.3872,    1.4432,   -1.7634,   -2.4539,   -0.6900,    0.2100,   -0.4100
   181.70,    6.8225,    7.6239,    8.4623,    1.1227,   -1.6037,   -2.6014,   -0.4150,    0.4200,   -0.2700
   181.80,    6.9984,    7.8839,    8.3102,    0.9662,   -1.6038,   -2.4064,   -0.5200,    0.6900,   -0.3600
   181.90,    7.2915,    7.4341,    8.5899,    1.2194,   -1.3349,   -2.4219,   -0.6350,    0.7150,   -0.5600
   182.00,    7.3843,    7.1180,    8.4574,    0.9565,   -1.2846,   -2.4453,   -0.4500,    0.1000,   -0.5100
   182.10,    7.2276,    7.1337,    8.4057,    0.8696,   -1.3540,   -2.0242,   -0.8750,    0.2300,   -0.3400
   182.20,    7.4833,    7.2348,    8.3158,    0.9046,   -1.2489,   -2.2204,   -0.6900,    0.4100,   -0.5800
   182.30,    7.8175,    7.0277,    8.5109,    0.9100,   -1.0998,   -2.0683,   -0.5100,    0.5550,   -0.6100
   182.40,    7.9017,    6.9974,    8.3099,    0.9203,   -0.7081,   -2.1143,   -0.8000,    0.3000,   -0.5400
   182.50,    8.0550,    6.8200,    8.3695,    0.8323,   -0.8297,   -2.1355,   -1.1050,    0.3600,   -0.5400
   182.60,    8.0393,    6.8531,    8.3996,    0.9016,   -0.9253,   -2.0321,   -0.7100,    0.3700,   -0.4700
   182.70,    7.8091,    7.0481,    8.4082,    1.0942,   -0.7732,   -2.1022,   -0.7050,   -0.2350,   -0.4800
   182.80,    7.9103,    7.3579,    8.2801,    1.2562,   -0.6853,   -2.1037,   -0.9500,   -0.4500,   -0.5000
   182.90,    7.8049,    7.3868,    8.2695,    0.9833,   -0.8919,   -2.1335,   -1.2850,   -0.7650,   -0.4500
   183.00,    8.0411,    7.4158,    8.2572,    1.2937,   -0.6924,   -2.1493,   -0.7000,   -0.8600,   -0.4400
   183.10,    7.8540,    7.4543,    8.3178,    1.1923,   -0.3101,   -2.1205,   -0.6150,   -0.6600,   -0.4700
   183.20,    7.6823,    7.2493,    8.2749,    1.2567,   -0.2070,   -2.0616,   -0.5200,   -0.7100,   -0.5500
   183.30,    7.7145,    7.3834,    8.3880,    0.7620,   -0.4577,   -2.1118,   -1.0750,   -0.8200,   -0.5000
   183.40,    7.4205,    7.7517,    8.3853,    1.0679,   -0.2949,   -2.1478,   -0.6400,   -0.7800,   -0.5100
   183.50,    7.0420,    7.5996,    8.2801,    1.2494,   -0.2459,   -2.1037,   -0.4500,   -0.6350,   -0.5800
   183.60,    6.7800,    7.5675,    8.1681,    1.3525,   -0.3033,   -2.0035,   -0.6700,   -0.6500,   -0.5100
   183.70,    6.9928,    7.2832,    8.2545,    0.9833,   -0.1637,   -2.1852,   -0.4550,   -0.9000,   -0.4100
   183.80,    7.1353,    7.1045,    8.2914,    1.0115,   -0.2462,   -2.1379,   -0.4600,   -0.8800,   -0.4500
   183.90,    6.6425,    7.0579,    8.2227,    1.0222,   -0.3303,   -1.8685,   -0.4850,   -0.9200,   -0.4700
   184.00,    6.7261,    7.0146,    8.2075,    1.1536,   -0.4424,   -2.0343,   -0.2700,   -0.8900,   -0.4200
   184.10,    6.2888,    7.1129,    8.2732,    1.1462,   -0.2273,   -2.0476,   -0.6600,   -0.9250,   -0.5000
   184.20,    5.9705,    7.1634,    8.1075,    0.9824,   -0.2033,   -2.0323,   -1.0600,   -1.0000,   -0.3300
   184.30,    5.9049,    7.2898,    8.1417,    0.4436,   -0.3338,   -2.0210,   -1.1250,   -1.0750,   -0.3300
   184.40,    6.2276,    7.3700,    8.1565,    0.2232,   -0.3774,   -1.6772,   -1.0800,   -1.0500,   -0.3600
   184.50,    5.8750,    7.1950,    8.3286,   -0.2119,   -0.5770,   -1.5706,   -1.0900,   -0.7650,   -0.4100
   184.60,    5.5891,    7.2242,    8.3567,   -0.2043,   -0.4666,   -1.5671,   -1.1500,   -0.9300,   -0.4900
   184.70,    5.8940,    7.1408,    8.4126,   -0.3093,   -0.4839,   -1.6742,   -1.5800,   -0.8750,   -0.4900
   184.80,    6.0988,    7.1279,    8.1245,   -0.1203,   -0.7847,   -1.8806,   -1.0100,   -0.8800,   -0.3200
   184.90,    6.0576,    6.8669,    8.1848,    0.0705,   -0.8346,   -1.9658,   -1.0250,   -0.7950,   -0.4400
   185.00,    6.0646,    6.9223,    8.2242,   -0.1316,   -0.9667,   -1.9966,   -1.0600,   -0.5900,   -0.3800
   185.10,    6.6262,    7.3150,    8.1627,    0.1974,   -0.2773,   -2.0754,   -1.2850,   -0.8350,   -0.3200
   185.20,    6.6172,    7.3062,    8.0634,    0.7056,   -0.2642,   -2.1374,   -1.4400,   -0.9200,   -0.3600
   185.30,    7.0619,    7.3532,    8.0915,    0.1297,   -0.8212,   -2.1340,   -1.2800,   -0.8700,   -0.4600
   185.40,    6.9361,    7.2116,    8.0038,    0.1392,   -1.0024,   -2.1163,   -1.2100,   -0.9700,   -0.3400
   185.50,    6.5332,    7.5228,    8.0442,    0.6063,   -0.0844,   -2.0971,   -1.5150,   -0.8250,   -0.4200
   185.60,    6.3781,    7.5357,    8.0952,    0.4483,    0.0134,   -2.0481,   -1.3000,   -0.7900,   -0.4400
   185.70,    6.5348,    7.5847,    8.2232,    0.3322,   -0.0376,   -2.0466,   -0.7500,   -0.7850,   -0.5000
   185.80,    6.3874,    7.5532,    8.2683,    0.3141,   -0.0130,   -1.8914,   -0.6500,   -0.7100,   -0.4600
   185.90,    6.3184,    7.6488,    8.2656,   -0.1967,   -0.2399,   -1.9274,   -0.7650,   -0.7600,   -0.4700
   186.00,    6.6256,    7.7822,    8.3680,    0.5214,   -0.3696,   -2.0074,   -0.2200,   -0.5800,   -0.4900
   186.10,    6.3802,    8.1158,    8.3609,    0.8083,   -0.4462,   -2.0653,   -0.5400,   -0.3600,   -0.4300
   186.20,    6.4360,    8.3508,    8.4372,    0.8472,   -0.6488,   -2.0488,   -0.6000,   -0.7300,   -0.5000
   186.30,    6.4704,    8.4060,    8.4205,    0.1604,   -0.4889,   -2.0865,   -0.5750,   -0.4300,   -0.5300
   186.40,    6.8169,    8.3412,    8.5574,   -0.6306,   -0.6286,   -2.0412,   -0.2700,   -0.2900,   -0.5100
   186.50,    7.2365,    8.2767,    8.5448,   -0.0447,   -0.2483,   -2.1709,   -0.5650,   -0.4250,   -0.5900
   186.60,    6.9258,    8.3469,    8.5941,    0.2235,   -0.0366,   -2.1079,   -0.6500,   -0.5900,   -0.5100
   186.70,    7.2514,    8.2959,    8.4848,    0.3561,    0.3204,   -2.3778,   -0.5000,   -0.3900,   -0.6400
   186.80,    7.7539,    8.3016,    8.4498,    0.3251,    0.1003,   -2.3251,    0.0100,   -0.5900,   -0.5600
   186.90,    7.3194,    8.4618,    8.3710,    0.9628,   -0.0439,   -2.2635,   -0.3100,   -0.5900,   -0.5700
   187.00,    7.1885,    8.4892,    8.4631,    1.2745,    0.0806,   -2.2594,   -0.1900,   -0.5100,   -0.5000
   187.10,    7.4167,    8.4972,    8.4981,    0.3158,   -0.0716,   -2.3121,   -0.4150,   -0.6500,   -0.5400
   187.20,    7.5808,    8.4439,    8.5096,    0.5746,   -0.1886,   -2.2323,   -0.4400,   -0.6700,   -0.5100
   187.30,    7.4253,    8.4277,    8.5569,    0.2456,   -0.2013,   -2.2692,    0.1300,   -0.6500,   -0.5600
   187.40,    7.1774,    8.4998,    8.4971,    0.2045,   -0.2957,   -2.3620,   -0.1800,   -0.6600,   -0.5000
   187.50,    7.9848,    8.4697,    8.4495,    0.0115,   -0.2531,   -2.4391,   -0.6150,   -0.6400,   -0.3600
   187.60,    8.0913,    8.4597,    8.3444,   -0.2176,   -0.2009,   -2.3950,   -0.5900,   -0.5700,   -0.3300
   187.70,    7.9845,    8.5407,    8.1934,    0.1005,   -0.2515,   -2.4421,   -0.5150,   -0.5950,   -0.3700
   187.80,    7.9711,    8.6619,    8.2892,   -0.2253,   -0.3969,   -2.3519,   -0.2100,   -0.7400,   -0.4200
   187.90,    7.7385,    8.5510,    8.2496,   -0.3037,   -0.3357,   -2.4352,   -0.0500,   -0.7700,   -0.4500
   188.00,    7.1484,    8.5981,    8.3400,   -0.2550,   -0.2836,   -2.4170,   -0.2400,   -0.7600,   -0.5200
   188.10,    7.3386,    8.5625,    8.3838,   -0.7019,   -0.7190,   -2.4258,   -0.7850,   -0.7550,   -0.5000
   188.20,    7.5010,    8.6924,    8.3400,   -0.6321,   -0.8776,   -2.4170,   -0.8300,   -0.7800,   -0.4100
   188.30,    7.3337,    8.5391,    8.4126,   -0.9518,   -0.7896,   -2.4864,   -0.7550,   -0.8000,   -0.4400
   188.40,    7.2077,    8.3974,    8.4328,   -1.2024,   -0.6217,   -2.4768,   -0.7700,   -0.8400,   -0.5400
   188.50,    6.7735,    8.6220,    8.4143,   -1.6119,   -0.5942,   -2.5004,   -0.7850,   -0.8400,   -0.3900
   188.60,    7.0117,    8.5363,    8.4862,   -1.4046,   -0.4765,   -2.5059,   -0.8600,   -0.6000,   -0.3200
   188.70,    6.8360,    8.6554,    8.5783,   -1.1340,   -0.7219,   -2.5017,   -0.6900,   -0.5750,   -0.4200
   188.80,    6.5103,    8.7714,    8.5136,   -0.8606,   -0.8252,   -2.4384,   -0.4700,   -0.4400,   -0.4600
   188.90,    6.6419,    8.7606,    8.5478,   -1.0332,   -0.7659,   -2.4271,   -0.0600,   -0.5850,   -0.4100
   189.00,    6.5268,    8.8054,    8.6581,   -0.5308,   -0.9278,   -2.5132,   -0.3300,   -0.5600,   -0.3600
   189.10,    6.5730,    8.7629,    8.6985,   -0.8778,   -0.6980,   -2.4940,   -0.1150,   -0.4200,   -0.4000
   189.20,    6.5108,    8.7924,    8.7500,   -1.0386,   -0.4735,   -2.6231,   -0.1800,   -0.4300,   -0.3200
   189.30,    6.0218,    8.3215,    8.8157,   -1.4370,   -0.6132,   -2.6364,   -0.4550,   -0.4300,   -0.3000
   189.40,    5.8188,    8.2356,    8.8815,   -1.4370,   -1.2187,   -2.6497,   -0.4700,   -0.0600,   -0.2400
   189.50,    5.8322,    8.0113,    8.8509,   -1.1112,   -1.2783,   -2.5751,   -0.4750,   -0.2750,   -0.2200
   189.60,    5.3246,    7.9499,    8.7955,   -0.8352,   -1.5031,   -2.6460,   -0.7400,   -0.4200,   -0.2400
   189.70,    5.8889,    7.8125,    8.7748,   -0.8763,   -1.5734,   -2.4775,   -0.9550,   -0.3650,   -0.3300
   189.80,    6.3071,    7.4589,    8.6855,   -0.7145,   -1.4494,   -2.4458,   -0.5900,   -0.5500,   -0.3100
   189.90,    6.3934,    7.4872,    8.6941,   -0.7502,   -1.3319,   -2.5160,   -0.5200,   -1.0300,   -0.3000
   190.00,    6.7248,    7.5712,    8.8344,   -0.6348,   -1.0295,   -2.4987,   -0.5300,   -0.8900,   -0.2000
   190.10,    6.7375,    7.6303,    8.7413,   -0.4480,   -0.8727,   -2.5529,   -0.4400,   -0.7450,   -0.2800
   190.20,    6.5620,    7.3138,    8.7643,   -0.4695,   -0.7904,   -2.5073,   -0.5300,   -0.9400,   -0.2300
   190.30,    6.6964,    7.2723,    8.6342,   -0.4031,   -0.9166,   -2.6088,   -0.4450,   -0.7200,   -0.2700
   190.40,    6.8728,    7.3862,    8.6643,   -0.3316,   -1.3799,   -2.5054,   -0.4800,   -0.9000,   -0.2200
   190.50,    7.3096,    7.7891,    8.4956,   -0.9013,   -1.8470,   -2.6401,   -0.6550,   -0.8700,   -0.2800
   190.60,    7.3931,    8.0383,    8.3478,   -1.0300,   -1.5848,   -2.4231,   -0.2600,   -0.7500,   -0.1500
   190.70,    6.9968,    8.1334,    8.4493,   -0.9932,   -1.6337,   -2.1471,   -0.5550,   -0.6400,   -0.1600
   190.80,    7.1055,    8.3732,    8.4766,   -1.0083,   -1.2374,   -2.0796,   -0.7700,   -0.8700,    0.0100
   190.90,    7.1608,    8.0217,    8.4986,   -1.1975,   -0.9564,   -1.6779,   -0.8400,   -0.4400,    0.0000
   191.00,    6.9853,    8.2311,    8.6539,   -1.0160,   -1.2406,   -1.6090,   -0.9100,   -0.3100,   -0.0600
   191.10,    7.0915,    8.3592,    8.6478,   -1.0101,   -1.0361,   -1.6169,   -0.8000,   -0.3750,   -0.1200
   191.20,    7.0242,    8.2306,    8.9522,   -1.2748,   -1.0625,   -1.6009,   -0.7600,   -0.5000,   -0.2100
   191.30,    7.2340,    8.5511,    8.7598,   -1.1849,   -1.0909,   -1.7171,   -1.0700,   -0.4350,   -0.1600
   191.40,    6.9343,    8.6419,    8.9056,   -1.8771,   -1.1047,   -2.0340,   -0.9600,   -0.4000,   -0.0700
   191.50,    7.1646,    8.6304,    8.7465,   -2.0697,   -1.1274,   -2.1889,   -0.6500,   -0.5750,   -0.1000
   191.60,    7.1471,    8.4631,    8.7091,   -1.6373,   -1.0411,   -2.0582,   -0.5600,   -0.4300,   -0.0400
   191.70,    6.9160,    8.4698,    8.9115,   -1.8438,   -0.8052,   -2.1402,   -0.6000,   -0.5850,   -0.2500
   191.80,    6.8627,    8.6692,    8.5756,   -1.3516,   -0.6311,   -2.1315,   -0.3900,   -0.4700,   -0.1500
   191.90,    6.9485,    8.3702,    8.6527,   -1.4123,   -0.6322,   -2.1791,   -0.3800,   -0.5850,   -0.1900
   192.00,    7.0784,    8.3267,    8.4949,   -0.9618,   -0.8584,   -2.1700,   -0.3400,   -0.2800,   -0.2200
   192.10,    7.0852,    8.1495,    8.5318,   -0.8719,   -1.2720,   -2.1227,   -0.5050,   -0.4350,   -0.3000
   192.20,    6.9560,    8.0373,    8.4668,   -1.1834,   -1.2288,   -2.1734,   -0.7600,   -0.5200,   -0.1000
   192.30,    7.1725,    8.2854,    8.2550,   -0.6546,   -1.2767,   -2.3633,   -0.7050,   -0.6000,    0.0300
   192.40,    6.9326,    8.1206,    8.3483,   -0.6449,   -1.2684,   -2.1951,   -0.9200,   -0.6800,   -0.0400
   192.50,    6.4687,    7.5783,    8.4434,   -1.0438,   -0.9717,   -2.0409,   -0.7800,   -0.6600,    0.1200
   192.60,    6.5531,    7.7948,    8.5399,   -0.9194,   -1.0519,   -2.4209,   -0.5100,   -0.3000,   -0.0700
